id,title,cuisine,phone,feature,zipcode,street_addr
2497,Asian Arts Center, Art Galleries,4152968508,"creditCard, goodForKids",94108,45 Kearny street
2498,The Butler &amp; The Chef," Antiques,Home Decor",4156269600,"creditCard, bikeParking",94103,1118 Harrison street
2499,Cottage Market, Grocery,4159898121,"creditCard, bikeParking",94108,798 Bush Street
2500,Antiquities of California," Hobby Shops,Art Galleries",4154218400,"creditCard, bikeParking, goodForKids",94133,Pier 39
2501,Golden Skin Care, Cosmetics & Beauty Supply,8775541777,creditCard,94132,3251 20th avenue
2502,Ho Kee Market, Grocery,4158371489,creditCard,94133,1251 Stockton Street
2503,RED Valentino, Women's Clothing,4155434900,creditCard,,
2504,The Finest Watches," Watches,Watch Repair",4158643615,creditCard,94108,360 Post street
2505,The Other Artist, Framing,4155635641,,94123,3200 Buchanan street
2506,Kneedler-Fauchere," Interior Design,Furniture Stores",4154876180,creditCard,94103,101 Henry Adams street
2507,Fell Depot Cleaners," Dry Cleaning & Laundry,Sewing & Alterations",4157017788,"creditCard, bikeParking",94117,1263 Fell street
2508,Luckyrice Feast, Asian Fusion,,goodForGroups,94111,1 Ferry building
2509,Tangent Contemporary Art, Art Galleries,4159569999,creditCard,94102,373 Geary street
2510,Miele San Francisco Experience Center, Appliances,8008437231,creditCard,94103,680 8th street
2511,SS21, Office Equipment,,,94102,132 Eddy street
2512,Fendi, Leather Goods,4159860349,creditCard,94108,384 Post street
2513,Lombard Heights Market, Grocery,4157812480,creditCard,94133,1877 Stockton street
2514,"Body, Soul and Spirit Salon", Hair Salons,4153337261,creditCard,94134,222 Leland avenue
2515,Post Street Creamery, Ice Cream & Frozen Yogurt,,"takeout, creditCard, bikeParking",94103,428 11th street
2516,La Perla," Women's Clothing,Lingerie,Swimwear",4154450108,creditCard,94108,170 Geary street
2517,Escada, Women's Clothing,4153913500,creditCard,94108,135 Maiden Ln
2518,Valentino," Women's Clothing,Men's Clothing",4157729835,creditCard,94108,105 Grant avenue
2519,Orogold cosmetics," Skin Care,Cosmetics & Beauty Supply",4159511929,creditCard,94108,450 Powell street
2520,Diva Hair by David Carver - Ford," Wigs,Hair Salons",4153783728,"creditCard, bikeParking, goodForKids",94110,3150 18th street
2521,E6 Gallery, Art Galleries,4155589975,"creditCard, goodForKids",94102,1632 Market street
2522,Astro Gaming, Electronics,4154264024,creditCard,94107,655 4th street
2523,OROGOLD, Cosmetics & Beauty Supply,4153626510,"creditCard, bikeParking",94102,758 Market street
2524,Raffi’s, Jewelry,4156216688,"creditCard, bikeParking",94103,888 Brannan street
2525,S &amp; S Brothers, Jewelry,4156266488,"creditCard, bikeParking",94103,101 Utah street
2526,Cassina | PF | Cappellini, Furniture Stores,4155657200,"creditCard, bikeParking",94103,540 9th street
2527,Vilebrequin, Men's Clothing,4152742502,"creditCard, bikeParking",94108,75 Geary boulevard
2528,Golden Gate Office Solutions, Office Equipment,4156212222,creditCard,94103,927 Howard street
2529,McGuire Furniture Company," Interior Design,Furniture Stores",4159860812,creditCard,,
2530,Trinkers International," Leather Goods,Accessories,Women's Clothing",4152557727,creditCard,94103,888 Brannan street
2531,Bash Contemporary, Art Galleries,4159268573,creditCard,94102,210 Golden Gate avenue
2532,Flexform San Francisco," Interior Design,Furniture Stores",4158006576,"creditCard, bikeParking",,
2533,Twiga, Art Galleries,4152928020,creditCard,94118,3333 Sacramento street
2534,Lakeside French Cleaners," Dry Cleaning & Laundry,Sewing & Alterations",4157533790,creditCard,94132,2660 Ocean avenue
2535,Paul Thiebaud Gallery, Art Galleries,4154343055,,94133,645 Chestnut avenue
2536,Bird School of Music," Performing Arts,Yoga,Musical Instruments & Teachers",4154413551,"creditCard, bikeParking, goodForKids",94109,1924 Polk street
2537,Eden Fine Art, Art Galleries,4159081007,"creditCard, bikeParking, goodForKids",94133,223 Jefferson street
2538,Mix," Women's Clothing,Accessories",4153939535,creditCard,94108,3235 Sacramento street
2539,SkinSpirit," Medical Spas,Laser Hair Removal,Skin Care",4157672640,"creditCard, bikeParking",94118,3325 Sacramento street
2540,Kuraya," Antiques,Furniture Stores",4158853313,creditCard,94115,2425 California street
2541,Geary Cleaners, Dry Cleaning & Laundry,4157519218,"creditCard, bikeParking",94121,5911 Geary Boulevard
2542,Kravet Fabrics, Fabric Stores,4156263037,"creditCard, bikeParking",94103,101 Henry Adams Street
2543,Bess Nathan, Jewelry,4156264630,creditCard,94103,1251 Howard Street
2544,Imperial Square Liquors," Beer, Wine & Spirits",4157764588,creditCard,94102,251 Ellis street
2545,Barcelino, Men's Clothing,4157815777,creditCard,94102,498 Post street
2546,Battersea," Antiques,Home Decor",4155538500,,94103,297 Kansas street
2547,Jessica Silverman Gallery, Art Galleries,4152559508,,94102,488 Ellis street
2548,Sherwin-Williams Paint Store, Paint Stores,4157519420,creditCard,94118,4733 Geary boulevard
2549,Fisherman’s Wharf Piercing, Piercing,4153741443,creditCard,94133,2715 Taylor street
2550,Wisteria Decorative Prints," Antiques,Framing",4153463330,creditCard,94115,3248 Sacramento street
2551,Post Divisadero Medical Pharmacy, Drugstores,4153462663,creditCard,94115,2299 Post street
2552,Waterworks, Kitchen & Bath,4154317160,"creditCard, bikeParking",94103,235 Kansas street
2553,The Custom Shop," Men's Clothing,Bespoke Clothing,Women's Clothing",4155369306,creditCard,94105,372 Sutter street
2554,Joseph Domingo," Men's Clothing,Women's Clothing,Bridal",4155632007,,94102,808 Post street
2555,Chanel Makeup Counter, Cosmetics & Beauty Supply,4153973333,creditCard,94102,170 O&#39;Farrell street
2556,Kirk McGuire Bronze Sculpture," Art Galleries,Home Decor,Commissioned Artists",4154977169,"creditCard, bikeParking, goodForKids",94124,1 Rankin street
2557,American Canvas and Awning, Furniture Stores,4158267515,,94110,1600 Cortland avenue
2558,DJ Mehler," Kitchen & Bath,Home Decor",4158640850,creditCard,94103,165 Rhode Island street
2559,Gallery Three, Art Galleries,4159318035,,94109,66th Sixth street
2560,Studio D," Interior Design,Home Staging,Furniture Stores",4156951430,"creditCard, bikeParking",,
2561,Point Artists Studios, Art Galleries,4156471561,bikeParking,94124,1598 Custer avenue
2562,Brick Row Book Shop, Bookstores,4153980414,creditCard,94108,49 Geary street
2563,Alexandra’s, Bridal,4153977000,creditCard,94102,335 Powell Street.
2564,Lily Samii Studio, Women's Clothing,4154459505,creditCard,94108,210 Post street
2565,Cool Shades Optique, Eyewear & Opticians,4158633590,creditCard,94103,888 Brannan street
2566,Graff, Jewelry,4159267000,creditCard,94108,237 Post street
2567,J &amp; J Grocery &amp; Liquor," Beer, Wine & Spirits",4152855825,creditCard,94114,3751 24th Street
2568,Fresh Start #1, Grocery,4156323772,"creditCard, bikeParking",94110,2631 23rd street
2569,The Rafael’s," Women's Clothing,Accessories",4159746772,"creditCard, bikeParking",94105,643 Market street
2570,Vine Vera Skin Care, Skin Care,4158008968,creditCard,94123,2181 Union street
2571,Aurobora Press, Art Galleries,4155467880,creditCard,94107,370 Brannan street
2572,Antiques As Art Gallery, Antiques,4154099769,creditCard,94108,1248 Mason street
2573,Union Street Jewelers," Jewelry,Watches,Jewelry Repair",4154313050,creditCard,94123,1850 Union street
2574,Linda’s Liquor," Beer, Wine & Spirits,Convenience Stores",4156651446,creditCard,94116,1026 Taraval street
2575,Daniel Stein Antiques, Antiques,4159565620,creditCard,94111,458 Jackson street
2576,Empire Nuj, Dance Clubs,,"creditCard, bikeParking, goodForGroups, outdoorSeating, hasTV",94105,425 1st street
2577,ZenTreks Ltd, Outdoor Gear,4159677778,creditCard,94107,177 Townsend street
2578,Barcelino Per Donna," Women's Clothing,Accessories",4159125700,creditCard,,
2579,"Jim Avila, Consulting in Style and Image", Makeup Artists,4158612857,,94199,
2580,Casa Luna SF, Hotels,4157388121,creditCard,94114,4058 17th street
2581,ALNO San Francisco," Kitchen & Bath,Interior Design,Cabinetry",4155410754,creditCard,94107,243 Brannan street
2582,PIA The Store," Women's Clothing,Jewelry,Accessories",6282225713,creditCard,94111,414 Jackson street
2583,Sui Generis Consignment Womens," Women's Clothing,Used, Vintage & Consignment",4158007584,"creditCard, bikeParking",94123,2147 Union street
2584,Sarah Stocking Fine Vintage Posters," Art Galleries,Framing,Antiques",4159840700,"creditCard, goodForKids",94111,368 Jackson street
2585,Villa Aroma Spa," Massage,Day Spas",4153468884,creditCard,94109,801 Geary street
2586,Mason Liquor &amp; Deli," Convenience Stores,Beer, Wine & Spirits",4159568976,"creditCard, bikeParking",94102,530 Mason street
2587,Deep Sea Cosmetics 1 - Kiosk, Cosmetics & Beauty Supply,4158127277,"creditCard, bikeParking",,
2588,Ruti," Accessories,Women's Clothing,Jewelry",4154414412,creditCard,94115,2119 Fillmore street
2589,Wharf Outdoors," Sports Wear,Flowers & Gifts",4157755060,creditCard,94133,2801 Leavenworth street
2590,Gallery Paule Anglim, Art Galleries,4154332710,goodForKids,94108,14 Geary street
2591,Button Down," Women's Clothing,Men's Clothing,Sports Wear",4155631311,creditCard,94118,3415 Sacramento street
2592,Mo’s Seafood Mac Salad, Food,,,94105,SOMA 
2593,Sunglass Hut," Eyewear & Opticians,Accessories",4156654167,creditCard,94132,3251 20th Avenue
2594,Gallery 55," Jewelry,Home Decor",4158341872,creditCard,94133,51 Jefferson street
2595,Caviar, Food Delivery Services,,creditCard,94103,1455 Market street
2596,Grace Jewelry, Jewelry,4153981868,creditCard,94102,121 Ofarrell Street
2597,Alcatraz Mini Market, Grocery,4159319103,"creditCard, bikeParking",94109,757 Beach street
2598,Clean-X-Press, Dry Cleaning & Laundry,4156817830,,94122,401 Judah street
2599,Lakeshore Cleaners, Dry Cleaning & Laundry,4157535458,creditCard,94132,1557 Sloat boulevard
2600,Venusian Gardens West, Art Galleries,4156921952,,94103,1286 Folsom street
2601,Kiton, Bespoke Clothing,4159897000,creditCard,,
2602,Snow Skin Spa," Waxing,Skin Care,Cosmetics & Beauty Supply",4157026468,"creditCard, bikeParking",94121,3443 Balboa street
2603,Coiniop Washidry, Dry Cleaning & Laundry,,,94122,1101 Irving street
2604,Firenze Fine Arts Inc," Art Galleries,Framing",,creditCard,94133,235 Jefferson street
2605,Bosley - Hair Restoration," Cosmetic Surgeons,Medical Spas,Hair Loss Centers",8884396570,creditCard,94133,50 Francisco street
2606,Kindersport," Children's Clothing,Sports Wear",4155637778,creditCard,94118,3566 Sacramento street
2607,Surprise Party," Arts & Crafts,Antiques",4157718550,"creditCard, bikeParking",94115,1900A Fillmore street
2608,Mandarin Lounge, Lounges,4152769888,"goodForGroups, outdoorSeating, hasTV",94104,222 Sansome street
2609,Ealge Jewelry, Pawn Shops,4152855100,creditCard,94110,2255 Mission street
2610,Rent-A-Center," Furniture Stores,Appliances",4152822522,"creditCard, bikeParking",94110,2853 Mission street
2611,Mark Kai Company," Watches,Jewelry",4157517232,,94118,802 Clement street
2612,Gregory Lind Gallery, Art Galleries,4152969661,creditCard,94108,49 Geary Street
2613,Botanica Ibeyi, Home Decor,4155878001,creditCard,94112,205 Ocean avenue
2614,China Gem Company," Art Supplies,Jewelry",4153975070,,94108,500 Grant avenue
2615,Hair Club, Hair Loss Centers,9192050991,bikeParking,94105,221 Main street
2616,SOHO, Accessories,4155431021,creditCard,94105,865 Market street
2617,SuiteAmerica, Hotels,4153411738,creditCard,94105,680 Mission street
2618,Pacific Pulmonary Service, Medical Supplies,4156477544,,94124,2121 Evans avenue
2619,Vitra," Office Equipment,Furniture Stores",4152960711,creditCard,94133,557 Pacific avenue
2620,Daily Produce, Grocery,4152969598,,94133,1215 Stockton Street
2621,Unitfone Wireless, Mobile Phones,4157150118,creditCard,94134,2700 San Bruno avenue
2622,Ivy Hotel, Hotels,4158636388,creditCard,94102,539 Octavia Street
2623,La Piazza Galleria, Art Galleries,4156765852,creditCard,94108,565 Grant avenue
2624,Del Monte Meat Company, Meat Shops,4155938080,,94124,200 Napoleon street
2625,Viva Wireless, Mobile Phones,4156819855,creditCard,94132,3251 20th avenue
2626,San Francisco Spa, Day Spas,4159013877,creditCard,94102,501 Geary street
2627,Taylor Hotel Union Square, Hotels,4157750780,creditCard,94102,615 Taylor street
2628,San Francisco Laser Clinic, Hair Removal,4153918929,creditCard,94108,166 Geary street
2629,Natalie’s Antiques, Antiques,4159821749,creditCard,94102,349 Geary Street
2630,Lovell’s Antique Gallery, Art Galleries,4154450941,creditCard,94108,625 Grant avenue
2631,Babushka, Arts & Crafts,4156736740,,94133,333 Jefferson street
2632,James’s Place," Beer, Wine & Spirits",,"applePay, bikeParking",94105,686 Mission street
2633,Safe Sand Company, Nurseries & Gardening,4159711776,creditCard,94131,2912 Diamond street
2634,Bargain Depot, Home Decor,4153511778,,94118,2696 Geary boulevard
2635,Chinatown Electronics, Electronics,4158370396,creditCard,94108,921 Grant avenue
2636,Hotelsavings.com, Hotels,,creditCard,94114,
2637,Merchant of China," Women's Clothing,Accessories",4158341615,creditCard,94108,930 Grant Avenue
2638,Digital Powell, Electronics,4159862918,creditCard,94102,245 Powell street
2639,"Tiempo Interiors, Inc."," Interior Design,Furniture Stores,Kitchen & Bath",4156263888,"creditCard, bikeParking",,
2640,Mission Linen &amp; Uniform Service, Dry Cleaning & Laundry,4156215100,,94110,550 Florida Street
2641,Flying Elephants Outlet," Home Decor,Jewelry",4155046133,,94132,3251 20th avenue  Ste 262
2642,Best Camera, Electronics,4158340935,creditCard,94102,217 Ofarrell street
2643,World Communication Company, Mobile Phones,4157597218,creditCard,94122,2024 Irving Street
2644,Aebra Adams, Hair Extensions,4159239731,"creditCard, bikeParking",94117,
2645,Japonesque, Cosmetics & Beauty Supply,9252496600,,94101,
2646,Salon Louis, Hair Salons,4158643012,,94103,4 Brady street
2647,The Great Bridal Expo, Bridal,,,94111,5 Embarcadero Ctr
2648,Star Star Communication, Mobile Phones,4158790881,creditCard,94122,2024 Irving Street
2649,City Electric Supply, Electronics,4158213011,creditCard,94102,3003 3rd street
2650,Palecek Imports," Home Decor,Furniture Stores",4156260866,creditCard,94103,101 Henry Adams street
2651,Herman Miller, Office Equipment,4154332900,,94108,One Kearny
2652,C. Mariani Antiques, Antiques,4155417868,creditCard,94103,1301 Harrison street
2653,Treasure Ireland Irish Gift, Gift Shops,4152749968,creditCard,94133,39 Pier
2654,Cala Foods, Grocery,4157523940,creditCard,94102,Stanyan &amp; Haight
2655,Tansu, Antiques,4152852011,creditCard,94110,2345 Harrison Street
2656,WPA San Francisco, Kitchen & Bath,4155430771,creditCard,94103,2 Henry Adams street
2657,Anchorage Liquor &amp; Deli," Beer, Wine & Spirits",4152929001,creditCard,94133,500 Beach street S
2658,Zain Premium Wines &amp; Spirits," Shopping,Wineries",4157888878,creditCard,94104,238 Sansome street
2659,Megaflex Gym &amp; Fitness Center," Gyms,Tanning",4155644343,creditCard,94122,1247 9th Avenue
2660,Unique Designs Jewelry, Jewelry,4158633384,,94103,888 Brannan street
2661,Elu," Leather Goods,Accessories,Women's Clothing",4152927559,"creditCard, bikeParking",94115,3091 Sacramento street
2662,Earnest Sewn," Women's Clothing,Men's Clothing",4156737300,creditCard,94115,2241 Fillmore street
2663,Bayshore Smoke Shop, Tobacco Shops,4156481560,creditCard,94124,500 Bay Shore boulevard
2664,Fuego, Appliances,8888838346,,94111,1500 Sansome street
2665,Sloan Miyasato, Furniture Stores,4154311465,creditCard,94103,2 Henry Adams Street
2666,Stephanie Odegard Collection," Furniture Stores,Carpeting",4152527917,creditCard,94103,2 Henry Adams street  Ste 330
2667,Endless Knot Rug Company, Home Decor,4159349200,creditCard,94103,2 Henry Adams street
2668,Compton Place Hotel, Hotels,4157815555,,94102,
2669,Mermaid Trading, Jewelry,4158643002,,94103,888 Brannan Street
2670,Joanne Desmond, Hair Salons,4158235300,creditCard,,Steiner Street
2671,Red Lantern Antiques, Antiques,4157768876,,94123,2157 Union Street
2672,Forever Flawless," Cosmetics & Beauty Supply,Skin Care",,"creditCard, bikeParking",,
2673,Wicker Wicker Wicker, Furniture Stores,,creditCard,94107,485 Carolina street
2674,Laville Antiques, Antiques,4152557710,creditCard,94103,200 Kansas street
2675,US Video Rental, Videos & Video Game Rental,4157755115,creditCard,94109,720 Geary Street
2676,Easyfinders," Mobile Phones,Mobile Phone Repair",4154683883,creditCard,,
2677,Camera Express, Electronics,4157880443,creditCard,94108,625 Grant Avenue
2678,Sheila Sohn Hair Design," Hair Stylists,Blow Dry/Out Services",4157933455,"creditCard, goodForKids",94123,2118 Union street
2679,Eradiance, Jewelry,,"creditCard, bikeParking",94102,121 O&#39;Farrell street
2680,Antiquaire, Antiques,4152927500,,94118,3489 Sacramento Street
2681,MaxSold Estate Sales," Estate Liquidation,Auction Houses",6507133478,bikeParking,,
2682,AT&amp;T Authorized Retailer," Mobile Phones,Electronics",4155048688,creditCard,94122,2025 Irving street
2683,Online Camera Gallery," Photography Stores & Services,Electronics",4155636131,creditCard,94133,293 Jefferson street
2684,Trip Tel, Mobile Phones,4154743330,,94109,1525 Van Ness Avenue
2685,Pal Electronics Inc, Electronics,4158349146,creditCard,94108,410 Grant avenue
2686,Glass &amp; Bottle Liquors, Convenience Stores,7635602263,creditCard,94116,3150 Vicente street
2687,Farinelli," Art Galleries,Home Decor",4154334823,"creditCard, bikeParking",,
2688,Kaye’s Footwear, Shoe Stores,4159821683,creditCard,94133,1043 Grant Avenue
2689,Airbrush Genie, Tanning,4154886237,,94109,
2690,Bond Latin Gallery, Art Galleries,4153621480,creditCard,94108,251 Post street
2691,Style Studio, Personal Shopping,4155363135,,94107,
2692,Frisco Electronics, Photography Stores & Services,4153512121,creditCard,94133,2800 Leavenworth street
2693,Product54 Corporation," Personal Shopping,Adult,Massage",4154969669,,94103,795 Folsom street
2694,Parkmerced Cleaners, Dry Cleaning & Laundry,4155876882,creditCard,94132,47 Cambon Drive
2695,Peggy Tom &amp; Associates-Non-Surgical Hair Addition, Skin Care,4153912345,,94102,323 Geary Street
2696,Mobile Systems, Mobile Phones,4155049800,creditCard,94132,3251 20th avenue
2697,Gebrasa Comercio e Representacoes Ltda," Computers,Electronics",4330552832,creditCard,94102,490 Post street
2698,Bonamiko’s, Art Galleries,4153917929,creditCard,94108,444 Grant avenue
2699,Thailand Spa &amp; Massage, Massage,4153999902,creditCard,94133,931 Kearny Street
2700,"Balmoral Hotel North, No. 1", Hotels,4159564103,,94108,706 Kearny Street
2701,Von Demme-Dialogica, Furniture Stores,4154411696,creditCard,94123,1690 Union Street
2702,May Star Beauty Center, Skin Care,4159863882,creditCard,94133,728 Pacific Avenue
2703,Third &amp; Townsend Liquor Store," Beer, Wine & Spirits",,,94107,699 3rd street
2704,Get Art Up, Art Galleries,4156453805,,94110,425 2nd street
2705,Le Souk," Art Galleries,Arts & Crafts,Home Decor",4158642251,,94124,1465 Custer avenue
2706,Van Maren Concepts," Interior Design,Furniture Stores",4156999531,,94129,406 B Washington boulevard
2707,Gadgethut," Mobile Phones,Mobile Phone Repair",5104231739,,94132,3251 20th avenue
2708,Web Camera, Electronics,4157881611,,94102,61 Jefferson street
2709,World Camera, Photography Stores & Services,,,94133,101 Jefferson Street
