id,title,cuisine,phone,feature,zipcode,street_addr
19,Il Casaro Pizzeria and Mozzarella Bar," Italian,Pizza",4156779455," Takeout, Seating, Waitstaff, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol",94133,348 Columbus avenue
20,Tony's Pizza Napoletana," Italian,Pizza,Gluten Free Options",4158359888," Delivery, Takeout, Outdoor Seating, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover",94133,1570 Stockton street
21,Brenda's French Soul Food," American,Cajun & Creole",4153458100," Takeout, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol",94102,652 Polk street
22,Boulevard," American,International",4155436084," Reservations, Private Dining, Seating, Waitstaff, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar",94105,1 Mission street
23,La Taqueria," Mexican,Latin,Fast Food, Central American,South American",4152857117," Takeout, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol",94110,2889 Mission street
24,Fino Bar & Ristorante, Italian,4159282080," Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",94109,624 Post street
25,House of Prime Rib," American,Steakhouse",4158854605," Reservations, Private Dining, Seating, Waitstaff, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar",94109,1906 Van Ness avenue
26,E Tutto Qua," Seafood,Italian,Pizza",4159891002," Takeout, Seating, Waitstaff, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Reservations",94133,270 Columbus avenue
27,Zazie," American,European,French",4155645332," Reservations, Outdoor Seating, Seating, Waitstaff, Highchairs Available, Serves Alcohol, Wheelchair Accessible",94117,941 Cole street
28,Tadich Grill," American,Seafood,Soups",4153911849," Serves Alcohol, Full Bar, Private Dining, Seating, Waitstaff, Wheelchair Accessible, Wine and Beer, Accepts Mastercard, Accepts Visa",94111,240 California street
29,Waterbar," Seafood,Gluten Free Options",4152849922," Parking Available, Highchairs Available, Free Wifi, Reservations, Outdoor Seating, Private Dining, Seating, Waitstaff, Street Parking, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover",94105,399 The Embarcadero
30,Mama's on Washington Square," American,Cafe",4153626421," Takeout, Seating, Waitstaff, Highchairs Available",94133,1701 Stockton street
31,Super Duper Burgers," American,Fast Food",4155388600," Takeout, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol",94103,721 Market street
32,Dottie's True Blue Cafe," American,Cafe",4158852767," Takeout, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol",94103,28 6th street
33,Harris' Steakhouse," American,Steakhouse",4156731888," Reservations, Private Dining, Seating, Waitstaff, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar",94109,2100 Van Ness avenue
34,Perbacco," Italian,Gluten Free Options",4159550663," Reservations, Private Dining, Seating, Waitstaff, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar",94111,230 California street
35,The Grove," American,Cafe,Vegetarian Friendly,Gluten Free Options",4159570558," Takeout, Outdoor Seating, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol",94105,690 Mission street Financial District
36,Za Pizza," Italian,Pizza",4157713100," Delivery, Takeout, Seating, Waitstaff, Television, Serves Alcohol, Wheelchair Accessible",94109,1919 Hyde street
37,Nob Hill Cafe," Italian,Gluten Free Options",4157766500," Takeout, Outdoor Seating, Seating, Waitstaff, Serves Alcohol",94108,1152 Taylor street
38,Pat's Cafe," American,Cafe",4157768735," Takeout, Seating, Waitstaff, Wheelchair Accessible, Free Wifi",94133,2330 Taylor street
39,Scoma's," Italian, Wine Bar,American,Seafood,Gluten Free Options",4157714383," Takeout, Parking Available, Validated Parking, Valet Parking, Television, Serves Alcohol, Full Bar, Free Wifi, Private Dining, Seating, Waitstaff, Free Off-Street Parking, Highchairs Available, Wheelchair Accessible, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Accepts Discover",94133,"1965 Al Scoma Way,Pier 47"
40,Fog Harbor Fish House," American,Seafood,Soups,Gluten Free Options",4154212442," Takeout, Reservations, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi",94133,39 Pier
41,Buena Vista Cafe," American,Irish, Bar,Cafe,Pub,Delicatessen",4154745044," Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",94109,2765 Hyde street Fisherman's Wharf
42,Cliff House," American,Seafood,Soups",4153863330," Reservations, Private Dining, Seating, Waitstaff, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar",94121,1090 Point Lobos avenue
43,The House," Asian,Fusion",4159868612," Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol",94133,1230 Grant avenue
44,Sam's Diner," American, Diner,Gluten Free Options",4156268590," Takeout, Seating, Waitstaff, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover",94102,1220 Market street
45,Hakkasan San Francisco," Chinese,Asian",4158298148," Reservations, Private Dining, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",94108,1 Kearny street
46,Epic Steak," American,Steakhouse,Gluten Free Options",4153699955," Reservations, Private Dining, Seating, Waitstaff, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Outdoor Seating",94105,369 The Embarcadero
47,Joanie's Happy Days Diner," American,Cafe, Diner",4159284343," Takeout, Outdoor Seating, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible",94133,1329 Columbus avenue
48,La Mar Cebicheria Peruana," Peruvian,Latin,Seafood,South American",4153978880," Reservations, Outdoor Seating, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi",94111,Pier 1.5 Embarcadero
49,Amber," Indian,Gluten Free Options",4157770500," Takeout, Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar, Buffet",94103,25 Yerba Buena Ln
50,Mo's Grill," American, Diner",4157883779," Takeout, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol",94133,1322 Grant avenue
51,State Bird Provisions, American,4157951272," Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol",94115,1529 Fillmore street
52,Ryoko Restaurant & Bar," Japanese,Sushi,Asian",4157751028," Takeout, Seating, Waitstaff, Serves Alcohol, Full Bar",94102,619 Taylor street
53,Sanraku Japanese Restaurant," Japanese,Sushi,Asian,Gluten Free Options",4157710803," Takeout, Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol",94109,704 Sutter street
54,City View Restaurant," Chinese,Asian",4153982838," Takeout, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Reservations, Highchairs Available",94111,662 Commercial street
55,Slanted Door," Asian,Vietnamese",4158618032," Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar",94111,1 Ferry Building Ste 3
56,Tommy's Joynt," American, Bar,Delicatessen,Pub",4157754216," Takeout, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Full Bar",94109,1101 Geary boulevard
57,Yank Sing - Stevenson St.," Chinese,Asian",4155414949," Takeout, Reservations, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol",94105,49 Stevenson street
58,Mourad," Moroccan,Mediterranean,Gluten Free Options",4156602500," Reservations, Private Dining, Seating, Waitstaff, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar",94105,140 New Montgomery street
59,Liholiho Yacht Club," Asian,Hawaiian,Gluten Free Options",4154405446," Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",94109,871 Sutter street
60,Yank Sing - Rincon Center," Chinese,Asian,Gluten Free Options",4157811111," Takeout, Reservations, Seating, Waitstaff, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar",94105,101 Spear street One Rincon Ctr
61,Honey Honey Cafe & Crepery," American,Cafe",4153512423," Takeout, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi",94102,597 Post street
62,Carmel Pizza Company," Italian,Pizza",4156761185," Takeout, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover",94133,2826 Jones street
63,Greens Restaurant," American,Vegetarian Friendly,Gluten Free Options",4157716222," Takeout, Reservations, Private Dining, Seating, Waitstaff, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar",94123,2 Marina boulevard Building A
64,Golden Boy Pizza," Italian,Pizza,Fast Food",4159829738," Takeout, Seating, Television, Serves Alcohol",94133,542 Green street
65,Original Joe's," Italian,American",4157754877," Takeout, Reservations, Private Dining, Seating, Waitstaff, Valet Parking, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Highchairs Available",94133,601 Union street
66,Gott's Roadside," American,Fast Food",4153183423," Takeout, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol",94111,"1 Ferry Building,Space #6"
67,E&O; Kitchen and Bar," Asian,Thai,Vegetarian Friendly,Gluten Free Options",4156930303," Delivery, Takeout, Seating, Waitstaff, Street Parking, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Private Dining",94108,314 Sutter street
68,Zuni Cafe," American, Contemporary,Fusion",4155522522," Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",94102,1658 Market street
69,Jeanne D'arc, French,4154213154," Reservations, Seating, Waitstaff, Serves Alcohol",94108,715 Bush street
70,Darren's Cafe," American,Cafe,Asian,Vietnamese",4156733345," Takeout, Seating, Waitstaff, Wheelchair Accessible, Highchairs Available",94133,2731 Taylor street
71,Park Tavern," American, Bar",4159897300," Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar, Outdoor Seating, Valet Parking",94133,1652 Stockton street
72,Colibri Mexican Bistro," Mexican,Latin,Gluten Free Options",4154402737," Seating, Waitstaff, Serves Alcohol, Full Bar, Takeout, Reservations, Wheelchair Accessible",94102,438 Geary street
73,Foreign Cinema, American,4156487600," Reservations, Outdoor Seating, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",94110,2534 Mission street
74,Le Colonial," Asian,Vietnamese, Contemporary,Vegetarian Friendly",4159313600," Waitstaff, Validated Parking, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Reservations, Outdoor Seating, Private Dining, Seating",94109,20 Cosmo Pl
75,Trattoria Contadina, Italian,4159825728," Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",94133,1800 Mason street
76,Hillstone," American, Bar,Pub",4153929280," Television, Serves Alcohol, Reservations, Outdoor Seating, Seating, Waitstaff, Wheelchair Accessible, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa",94111,1800 Montgomery street between Francisco street & The Embarcadero
77,Bistro Boudin," American,Seafood,Soups",4153515561," Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar",94133,160 Jefferson street Second Floor
78,Lolinda," Latin,Argentinean",4155506970," Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Reservations",94110,2518 Mission street
79,Sears Fine Foods," American,Soups",4159861160," Takeout, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi",94102,439 Powell street
80,Coqueta," Mediterranean,Spanish",4157048866," Reservations, Outdoor Seating, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",,"The Embarcadero, Pier 5"
81,Farallon," American,Seafood, Contemporary",4159566969," Reservations, Private Dining, Seating, Waitstaff, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar",94102,450 Post street
82,Pinecrest Diner," American, Diner",4158856407," Takeout, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol",94102,401 Geary street
83,Ristorante Milano, Italian,4156732961," Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol",94109,1448 Pacific avenue
84,Eno Wine Bar, Wine Bar,4156785321," Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol",94102,320 Geary street
85,Trestle, American,4157230922," Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol",94133,531 Jackson street
86,Franciscan Crab Restaurant," American,Seafood,Soups",4153627733," Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar",94133,"Pier 43 1/2 Fisherman's Whalf,Fishermans Wharf"
87,Pier Market," American,Seafood,Soups,Gluten Free Options",4159897437," Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi",94133,39 PIier #103
88,Johnny Foley's," American,Irish, Bar,Pub",4159540777," Reservations, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Full Bar",94102,243 O'Farrell street
89,The Stinking Rose," Italian,American",4157817673," Takeout, Reservations, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar",94133,325 Columbus avenue
90,Gracias Madre," Mexican,Latin,Vegetarian Friendly,Vegan Options,Gluten Free Options",4156831346," Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",94110,2211 Mission street
91,Top of the Mark," American, Bar",," Seating, Waitstaff, Parking Available, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar",94108,"InterContinental Mark Hopkins, Floor 19,999 California street"
92,Uncle Vito's Pizzeria," Italian,Pizza",4153915008," Delivery, Takeout, Seating, Waitstaff, Highchairs Available, Serves Alcohol",94108,700 Bush street
93,DOSA on Fillmore," Indian,Healthy,Vegetarian Friendly,Vegan Options,Gluten Free Options",4154413672," Serves Alcohol, Full Bar, Reservations, Seating, Waitstaff, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Takeout, Wheelchair Accessible",94115,1700 Fillmore street
94,Ozumo," Japanese,Sushi,Asian,Gluten Free Options",4158821333," Reservations, Private Dining, Seating, Waitstaff, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar",94105,161 Steuart street
95,Crab House," American,Seafood,Soups",4154342722," Parking Available, Validated Parking, Takeout, Reservations, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar",94133,203 C Pier 39
96,Roam Artisan Burgers," American,Gluten Free Options",4154407626," Takeout, Seating, Television, Wheelchair Accessible, Serves Alcohol",94123,1785 Union street
97,Scala's Bistro," Italian,American,European,Gluten Free Options",4153958555," Takeout, Reservations, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover",94102,432 Powell street
98,The Old Siam Thai Restaurant," Asian,Thai",4158855144," Takeout, Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol",94102,201 Ellis street CA 94102
99,Swan Oyster Depot," American,Seafood,Soups",4156731101," Takeout, Waitstaff, Serves Alcohol",94109,1517 Polk street
100,Quince,,4157758500," Waitstaff, Parking Available, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Reservations, Private Dining, Seating",94133,470 Pacific avenue
101,House of Nanking," Chinese,Asian",4154211429," Takeout, Seating, Waitstaff, Serves Alcohol",94133,919 Kearny street
102,Morton's - The Steakhouse," American,Steakhouse",4159865830," Reservations, Private Dining, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Full Bar",94102,400 Post street
103,Roxanne Cafe," American,Cafe",4159895555," Takeout, Reservations, Seating, Waitstaff, Serves Alcohol, Highchairs Available",94108,570 Powell Street
104,Blue Mermaid Restaurant & Bar," American, Bar,Seafood,Soups,Gluten Free Options",4153455526," Highchairs Available, Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover",94109,471 Jefferson street
105,Ike's Place," American,Fast Food",4155536888," Takeout, Wheelchair Accessible",94114,3489 16th street
106,Wayfare Tavern," American, Bar",4157729060," Takeout, Reservations, Private Dining, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",94111,558 Sacramento street
107,Hunan Home's Restaurant," Chinese,Asian",4159822844," Takeout, Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Delivery",94133,622 Jackson street
108,Bubba Gump Shrimp Co. Restaurant & Market," American,Seafood,Soups",4157814867," Takeout, Reservations, Seating, Waitstaff, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi",94133,39 Pier Ste M210
109,North Beach Restaurant, Italian,4153921700," Reservations, Private Dining, Seating, Waitstaff, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar",94133,1512 Stockton street
110,Tommaso's Restaurant," Italian,Pizza",4153989696," Highchairs Available, Takeout, Seating, Waitstaff, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover",94133,1042 Kearny street
111,Firenze By Night, Italian,4153928485," Reservations, Seating, Waitstaff, Serves Alcohol, Full Bar, Wheelchair Accessible",94133,1429 Stockton street
112,Pier 23 Cafe," American, Bar,Seafood,Soups",4153625125," Reservations, Outdoor Seating, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Takeout",94111,1690 The embarcadero
113,Campton Place Restaurant," Indian,Gluten Free Options",4159555555," Reservations, Seating, Waitstaff, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar",94108,340 Stockton street
114,Akiko's Sushi Bar and Restaurant," Japanese,Sushi,Asian",4159898218," Takeout, Reservations, Seating, Waitstaff, Serves Alcohol",94102,542A Mason street
115,McCormick & Kuleto's," American,Seafood,Soups,Gluten Free Options",4159291730," Reservations, Private Dining, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",94109,900 N Point street
116,Daily Grill," Contemporary,American, Bar, Grill,Gluten Free Options",4156165000," Reservations, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Highchairs Available",94102,347 Geary street
117,Frances, American,4156213870," Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol",94114,3870 17th street 17th and Pond street  near Market and Castro
118,Off the Grid," Fast Food,International",4157796684," Takeout, Outdoor Seating, Wheelchair Accessible, Serves Alcohol",,Fort Mason Center Parking Lot Buchanan street & Marina boulevard
119,IHOP," American, Diner",4158370221," Takeout, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Free Wifi",94133,200 Beach street
120,Cotogna," Italian,Gluten Free Options",4157758508," Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",94133,490 Pacific avenue
121,La Ciccia," Italian,Mediterranean,Seafood",4155508114," Reservations, Seating, Waitstaff, Serves Alcohol",94131,291 30th street
122,Pescatore," Italian,Gluten Free Options",4155611111," Takeout, Seating, Waitstaff, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Reservations",94133,2455 Mason Street
123,Cafe Claude, French,4153923505," Takeout, Outdoor Seating, Seating, Waitstaff, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Discover, Reservations",94108,"7 Claude Ln,Ste 8"
124,Calzone's," Italian,Pizza, Contemporary",4153973600," Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",94133,430 Columbus avenue
125,Burger Bar," American, Bar,Gluten Free Options",4152964272," Reservations, Takeout, Seating, Waitstaff, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover",94102,251 Geary street 6th Floor Macy's
126,Hops and Hominy, American,4153736341," Outdoor Seating, Reservations, Seating, Waitstaff, Street Parking, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Highchairs Available",94108,1 Tillman Pl
127,L'ardoise Bistro," French,European",4154372600," Seating, Waitstaff, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Reservations",94114,151 Noe street
128,Cesario's, Italian,4154419898," Takeout, Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",94102,601 Sutter street
129,Vanessa of Casa Flores," Italian,Middle Eastern,Persian,International,Gluten Free Options",4084756895," Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Discover",94109,
130,Frascati," Italian,American",4159281406," Reservations, Seating, Waitstaff, Serves Alcohol, Full Bar",94109,1901 Hyde street
131,Venticello Ristorante, Italian,4159222545," Reservations, Seating, Waitstaff, Serves Alcohol, Full Bar",94108,1257 Taylor street
132,R & G Lounge," Chinese,Seafood,Asian,Soups",4159827877," Takeout, Private Dining, Seating, Waitstaff, Serves Alcohol, Full Bar",94108,631 Kearny street
133,Ristorante Ideale, Italian,4153914129," Reservations, Seating, Waitstaff, Serves Alcohol, Wheelchair Accessible, Full Bar",94133,1315 Grant avenue
134,Absinthe Brasserie & Bar," French,American, Bar,European, Contemporary,Gluten Free Options",4155511590," Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",94102,398 Hayes street
135,Johnny Rockets," American,Fast Food, Diner",4156939120," Takeout, Seating, Waitstaff, Wheelchair Accessible, Highchairs Available",94133,81 Jefferson street
136,John's Grill," Steakhouse,American,Seafood,Soups",4159860069," Takeout, Serves Alcohol, Full Bar, Reservations, Seating, Waitstaff, Highchairs Available, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover",94102,63 Ellis street
137,Tropisueno," Mexican,Latin,Spanish",4152430299," Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Full Bar",94103,75 Yerba Buena Ln
138,Butterfly - Embarcadero," American,Asian,International,Gluten Free Options",4158648999," Takeout, Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",94114,Pier 33 @ Bay street
139,Cioppino's," Italian,Seafood,Soups",4157759311," Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi",94109,400 Jefferson street
140,Wipeout Bar & Grill," American, Bar,Seafood,Soups",4159865966," Takeout, Outdoor Seating, Seating, Waitstaff, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi",94133,Pier 39
141,Rich Table, International,," Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Highchairs Available",94102,199 Gough street At Oak Street
142,Roka Akor," Japanese,Sushi,Asian",," Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar, Private Dining",94133,801 Montgomery street
143,Fior d'Italia, Italian,4159861886," Reservations, Private Dining, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",94133,2237 Mason street
144,Puccini & Pinetti," Italian,Gluten Free Options",4153925500," Takeout, Reservations, Seating, Waitstaff, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi",94102,129 Ellis street
145,Bouche, French,4159560396," Reservations, Seating, Waitstaff, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa",94108,603 Bush Street
