id,title,cuisine,phone,feature,zipcode,street_addr
22,Teds Market," Delis,Sandwiches,Caterers",4155520309,"takeout, creditCard, bikeParking, goodForKids",94103,1530 Howard street
23,Parkside Market," Grocery,Delis,Beer, Wine & Spirits",4158853483,"takeout, creditCard, bikeParking",94117,1600 Hayes street
24,R Image Market," Convenience Stores,Sandwiches",4156485400,"takeout, creditCard, bikeParking",94110,2898 Folsom street
25,The Flying Falafel," Falafel,Vegan",4159641003,"takeout, creditCard, bikeParking, goodForKids, caters",94103,1051 Market street
26,Central Coffee Tea &amp; Spice," Coffee & Tea,Cafes,Breakfast & Brunch",4159222008,"takeout, creditCard, applePay, bikeParking, goodForKids, outdoorSeating",94117,1696 Hayes street
27,Irving Subs," Sandwiches,Juice Bars & Smoothies,Gluten-Free",4155663155,"delivery, takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, hasTV, caters",94122,1298 12th avenue
28,Crepes A Go Go," Creperies,Food Stands",4155031294,"takeout, bikeParking, goodForKids, goodForGroups, outdoorSeating",94103,350 11th street
29,Cholo Soy, Peruvian,4153127232,"takeout, creditCard, bikeParking, goodForKids, waiterService",94110,2301 Mission street
30,Rise &amp; Grind, Coffee & Tea,4157801579,"takeout, creditCard, applePay, bikeParking, outdoorSeating",94118,785 8th avenue
31,Roxie Food Center," Grocery,Sandwiches",4155872345,"takeout, creditCard, bikeParking, goodForKids, caters",94112,1901 San Jose avenue
32,El Farolito, Mexican,4158247877,"takeout, bikeParking, goodForKids, goodForGroups",94110,2779 Mission street
33,La Palma Mexicatessen, Mexican,4156471500,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating, caters",94110,2884 24th street
34,Bayshore Taqueria, Mexican,4152851100,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV, caters",94124,300 Bayshore boulevard
35,Lou’s Cafe," Coffee & Tea,Sandwiches,Salad",4153794429,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating, hasTV, caters",94118,5017 Geary boulevard
36,Wooly Pig Cafe," Sandwiches,Coffee & Tea,Breakfast & Brunch",4155928015,"takeout, creditCard, applePay, bikeParking, goodForKids, outdoorSeating",94122,205 Hugo street
37,Submarine Center, Sandwiches,4155641455,"takeout, creditCard, bikeParking, goodForKids, caters",94127,820 Ulloa street
38,New College Hill Market," Convenience Stores,Bagels,Sandwiches",4152852147,"takeout, creditCard, bikeParking, goodForKids, goodForGroups",94110,3798 Mission street
39,Saigon Sandwich," Vietnamese,Sandwiches",4154745698,"takeout, bikeParking, goodForKids",94102,560 Larkin street
40,Bernie’s, Coffee & Tea,4156421192,"takeout, creditCard, bikeParking, outdoorSeating",94114,3966 24th street
41,Un Cafecito," Coffee & Tea,Breakfast & Brunch,Sandwiches",4156741769,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, waiterService, caters",94102,335 Jones street
42,The Bar On Dolores, Sports Bars,4156951745,"bikeParking, goodForGroups, hasTV",94110,1600 Dolores street
43,Home," Coffee & Tea,Bakeries",4157420038,"takeout, creditCard, bikeParking",94122,1222 Noriega  street
44,Arizmendi Bakery," Bakeries,Pizza",4158269218,"takeout, creditCard, applePay, bikeParking, goodForKids, caters",94110,1268 Valencia street
45,Dinosaurs," Vietnamese,Sandwiches",4155031421,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating",94114,2275 Market street
46,Sugarfoot," Southern,Pop-Up Restaurants",6155576392,"takeout, creditCard, bikeParking, outdoorSeating, hasTV, caters",94110,2948 Folsom street
47,Rhea’s Deli &amp; Market," Delis,Sandwiches",4152825255,"reservations, delivery, takeout, creditCard, bikeParking, goodForKids",94110,800 Valencia street
48,Handy Deli," Delis,Beer, Wine & Spirits",4156813323,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating, caters",94122,1815 Irving street
49,Fresh Brew Coffee," Coffee & Tea,Sandwiches,Vietnamese",4155670915,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating",94108,882 Bush street
50,Philz Coffee, Coffee & Tea,4156217000,"takeout, creditCard, applePay, bikeParking, caters",94102,399 Golden Gate avenue
51,Grandma’s Deli &amp; Cafe," Coffee & Tea,Sandwiches,Juice Bars & Smoothies",4152520759,"takeout, creditCard, applePay, goodForKids, goodForGroups, hasTV, caters",94103,1551 Mission street
52,Jump Start Coffee &amp; Grocery," Coffee & Tea,Sandwiches,Beer, Wine & Spirits",4156427555,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating, hasTV, waiterService",94110,1192 Guerrero street
53,The Pizza Shop, Pizza,4158241840,"takeout, bikeParking, goodForKids, goodForGroups",94110,3104 24th street
54,Belly Good Cafe &amp; Crepes," Ice Cream & Frozen Yogurt,Creperies",4153468383,"takeout, goodForKids, goodForGroups",94115,1737 Post street
55,Philz Coffee," Coffee & Tea,Sandwiches",4158759943,"takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, outdoorSeating",94158,201 Berry street
56,Bacon Dog Cart," Hot Dogs,Street Vendors",,"takeout, goodForKids, goodForGroups, outdoorSeating",94110,The Mission
57,Emanuel Coffee," Breakfast & Brunch,Salvadoran,Mexican",4158650522,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, caters",94117,488 Haight street
58,Grand Coffee, Coffee & Tea,4152061238,"takeout, creditCard, applePay, bikeParking, outdoorSeating",94110,2663 Mission street
59,Paulie’s Pickling," Specialty Food,Delis,Sandwiches",4152850800,"takeout, creditCard, bikeParking, goodForKids",,
60,San Pancho’s Tacos," Food Trucks,Mexican",4152751520,"takeout, creditCard, goodForKids, goodForGroups, waiterService, caters",94124,491 Bayshore boulevard
61,Ro Cafe," Coffee & Tea,Middle Eastern,Sandwiches",4153409765,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, caters",94118,2739 Geary street
62,Reem’s," Middle Eastern,Arabian,Street Vendors",5108529390,"creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, caters",94110,
63,The Chairman Truck," Food Trucks,Taiwanese",4158138800,"takeout, applePay, bikeParking, goodForKids, goodForGroups, caters",94102,
64,El Castillito, Mexican,6284005723,"takeout, bikeParking, goodForKids, goodForGroups",94114,136 Church street
65,Spin City Launderette &amp; Coffee Bar," Coffee & Tea,Laundromat",4156952939,"takeout, creditCard, applePay, bikeParking, outdoorSeating",94114,1299 Sanchez street
66,Bacon Bacon," Breakfast & Brunch,Cafes",4152184347,"takeout, creditCard, applePay, bikeParking, goodForKids, caters",94117,205 A Frederick street
67,Sweet Chinito Coffee," Coffee & Tea,Sandwiches,Ice Cream & Frozen Yogurt",4158213388,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, caters",94110,3100 Mission street
68,La Espiga De Oro, Mexican,4158261363,"takeout, creditCard, bikeParking, goodForKids, hasTV, caters",94110,2916 24th street
69,Street Taco, Mexican,4155254435,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV",94117,1607 Haight street
70,Tierra Mia Coffee," Coffee & Tea,Coffee Roasteries,Bakeries",4155253142,"takeout, creditCard, bikeParking, outdoorSeating",94110,3188 Mission street
71,Palmyra," Mediterranean,Middle Eastern,Syrian",4158964172,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, caters",94117,700 Haight street
72,Calabria Bros," Caterers,Sandwiches,Delis",4152392555,"takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, hasTV",94112,4763 Mission street
73,Hot Press," Cafes,Sandwiches,Vegetarian",4158143814,"delivery, takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV, caters",94110,2966 Mission street
74,Estela’s Fresh Sandwiches," Delis,Juice Bars & Smoothies,Sandwiches",4155536068,"takeout, creditCard, applePay, bikeParking, goodForKids, caters",94117,250 Fillmore street
75,Lucky 13, Dive Bars,4154871313,"bikeParking, goodForGroups, outdoorSeating, hasTV",94114,2140 Market street
76,Shotwell’s, Pubs,4156484104,"bikeParking, goodForGroups, hasTV",94110,3349 20th street
77,Truly Mediterranean, Mediterranean,4152527482,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating",94103,3109 16th street
78,La Taqueria, Mexican,4152857117,"takeout, bikeParking, goodForKids, goodForGroups, outdoorSeating",94110,2889 Mission street
79,Guerrero Market &amp; Deli," Grocery,Delis,Sandwiches",4156472530,"takeout, creditCard, bikeParking, goodForKids, goodForGroups",94110,701 Guerrero street
80,Wicked Grounds," Coffee & Tea,Adult Entertainment",4155030405,"takeout, creditCard, bikeParking, goodForGroups",94103,289 8th street
81,Diamond Cafe," Cafes,American (New)",4156553674,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating",94114,751 Diamond street
82,L&amp;G Vietnamese Sandwich," Vietnamese,Sandwiches",4153451878,"takeout, bikeParking, goodForKids",94109,602 Eddy street
83,The Boy’s Deli," Delis,Meat Shops,Sandwiches",4157763099,"delivery, takeout, creditCard, applePay, bikeParking, goodForKids, hasTV, caters",94109,2222 Polk street
84,Réveille Coffee Co.," Coffee & Tea,Cafes",4157896258,"takeout, creditCard, bikeParking, outdoorSeating",94114,4076 18th street
85,Four Barrel Coffee, Coffee & Tea,4152520800,"takeout, creditCard, applePay, bikeParking, outdoorSeating",94103,375 Valencia street
86,Cafeto Coffee Shop," Coffee & Tea,Bagels,Juice Bars & Smoothies",4159709090,"takeout, creditCard, applePay, bikeParking, outdoorSeating",94110,111 Richland avenue
87,Sweet Aha!," Vegan,Bakeries,Cupcakes",4158392138,"delivery, takeout, goodForKids, goodForGroups, outdoorSeating, caters",94103,
88,Philz Coffee, Coffee & Tea,4158148096,"takeout, creditCard, applePay, bikeParking, outdoorSeating",94107,1775 17th street
89,Art’s Cafe," Diners,Korean,American (Traditional)",4156657440,"takeout, bikeParking, goodForKids, waiterService",94122,747 Irving street
90,Cafe International," Coffee & Tea,Sandwiches,Desserts",4155527390,"takeout, bikeParking, goodForKids, goodForGroups, outdoorSeating",94117,508 Haight street
91,Frena," Bakeries,Kosher,Donuts",6284443666,"takeout, creditCard, applePay, bikeParking, goodForKids, caters",94103,132 6th street
92,Taqueria Vallarta, Mexican,4158268116,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV",94110,3033 24th street
93,Last Call Bar," Gay Bars,Dive Bars,Pubs",4158611310,"bikeParking, goodForGroups, hasTV",94114,3988 18th street
94,The Black Horse London Pub, Pubs,4159282414,"bikeParking, hasTV",94123,1514 Union street
95,DragonEats, Vietnamese,4155226689,"takeout, creditCard, bikeParking, goodForKids, caters",94117,1671 Haight street
96,Coffee Bar," Coffee & Tea,Sandwiches",4155518100,"takeout, creditCard, bikeParking, goodForGroups, outdoorSeating",94110,1890 Bryant street
97,RAW - A Juice Company," Juice Bars & Smoothies,Fruits & Veggies,Live/Raw Food",4154630623,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV, caters",94114,2175 Market Street
98,Love N Haight Deli," Sandwiches,Vegan,Vegetarian",4152528190,"takeout, bikeParking, goodForKids",94117,553 Haight street
99,Tortas Los Picudos," Mexican,Juice Bars & Smoothies,Sandwiches",4158244199,"takeout, creditCard, bikeParking, goodForKids",94110,2969 24th street
100,The Chairman, Taiwanese,4158138800,"takeout, creditCard, goodForKids, caters",94109,670 Larkin street
101,Philz Coffee, Coffee & Tea,4154231474,"takeout, creditCard, applePay, bikeParking, outdoorSeating",94107,1258 Minnesota street
102,Taqueria Cancún, Mexican,4152529560,"takeout, bikeParking, goodForKids, goodForGroups",94110,2288 Mission street
103,Tacorea," Mexican,Korean,Latin American",4158851325,"takeout, creditCard, applePay, bikeParking, goodForKids, outdoorSeating, hasTV",94108,809 Bush street
104,Cafe Sis," Cafes,Sandwiches",,"takeout, creditCard, applePay, bikeParking, goodForKids",94118,402 Balboa street
105,Chiotras Grocery," Grocery,Delis",4158242353,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating",94107,858 Rhode Island street
106,El Rio," Music Venues,Dive Bars",4152823325,"bikeParking, goodForGroups, outdoorSeating",94110,3158 Mission street
107,Zaytoon Mediterranean Wraps," Mediterranean,Sandwiches",4158241787,"takeout, creditCard, applePay, bikeParking, goodForKids, outdoorSeating, hasTV, caters",94110,1136 Valencia street
108,Temo Cafe," Coffee & Tea,Cafes",4158292822,"takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, hasTV",94110,3000 24th street
109,Noc Noc, Lounges,4158615811,"creditCard, bikeParking, goodForGroups",94117,557 Haight street
110,Alamo Square Market &amp; Deli," Grocery,Sandwiches,Delis",4158617120,"takeout, creditCard, goodForKids, outdoorSeating",94117,535 Scott street
111,Mission Public," Cafes,Breakfast & Brunch",4155254175,"takeout, creditCard, bikeParking, goodForKids, goodForGroups",94103,233 14th street
112,Mojo Bicycle Café," Coffee & Tea,American (New)",4154402338,"takeout, creditCard, bikeParking, goodForGroups, outdoorSeating",94117,639 Divisadero street
113,Java Supreme," Coffee & Tea,Breakfast & Brunch,Cafes",4152061832,"takeout, goodForKids",94110,703 Guerrero street
114,Waffle Mania Truck," Desserts,Food Trucks,Waffles",,"takeout, bikeParking, goodForKids, goodForGroups, outdoorSeating",94102,1182 Market street
115,Cindy’s Market," Grocery,Delis",4152217403,"takeout, creditCard, bikeParking, goodForKids, hasTV",94117,2084 Hayes street
116,Box Kitchen," Food Stands,Burgers",4155807170,"takeout, creditCard, bikeParking, goodForGroups",94103,431 Natoma street
117,Guerra Quality Meats," Meat Shops,Delis,Grocery",4155640585,"takeout, creditCard, goodForKids, caters",94116,490 Taraval street
118,New Star Market," Beer, Wine & Spirits,Delis",4158610723,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating",94103,269 14th street
119,Streets Eat Street Food," Tacos,Hot Dogs,Sandwiches",4157751055,"takeout, creditCard, bikeParking, goodForKids, goodForGroups",94102,634 Polk street
120,Piccolo Petes Cafe, Coffee & Tea,4154836416,"takeout, creditCard, bikeParking, outdoorSeating, caters",94134,2155 Bayshore boulevard
121,Luna’s Coffee House," Coffee & Tea,Sandwiches",4157103066,"takeout, creditCard, goodForKids, caters",94110,1101 Potrero avenue
122,La Santaneca De La Mission," Mexican,Salvadoran",4152852131,"takeout, bikeParking, goodForKids, goodForGroups, hasTV, waiterService",94110,2815 Mission street
123,5 Sweets," Creperies,Bubble Tea,Juice Bars & Smoothies",4153477665,"takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups",94112,1125 Ocean avenue 102
124,Super Duper Burgers," Burgers,American (New)",4155588123,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating",94114,2304 Market street
125,Phat Philly," Sandwiches,Cheesesteaks,Chicken Wings",4155507428,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV, caters",94110,3388 24th street
126,Hai Ky Mi Gia," Chinese,Vietnamese,Noodles",4157712577,"takeout, goodForKids, goodForGroups, waiterService",94109,707 Ellis street
127,El Farolito, Mexican,4156410758,"takeout, creditCard, bikeParking, goodForKids, goodForGroups",94110,2950 24th street
128,Turner’s Kitchen," Sandwiches,Soup,Salad",4156213505,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating, caters",94110,3505 B 17th street
129,Good Luck Cafe and Deli," Delis,Cafes,Sandwiches",4157812328,"takeout, bikeParking, goodForKids",94108,621 Kearny street
130,The Soapbox Cafe," Vietnamese,Bagels,Cafes",4158297139,"takeout, creditCard, goodForKids, caters",94109,1800 Hyde street
131,Church Street Groceteria," Grocery,Beer, Wine & Spirits,Delis",4156605147,"takeout, creditCard, bikeParking",94114,300 Church street
132,DragonEats, Vietnamese,4157951469,"takeout, creditCard, bikeParking, goodForKids, caters",94102,520 Gough street
133,Gallardos Mexican Restaurant," Mexican,Breakfast & Brunch",4154369387,"reservations, takeout, goodForKids, goodForGroups, outdoorSeating, hasTV, waiterService, caters",94110,3248 18th street
134,Philz Coffee, Coffee & Tea,4158759370,"takeout, creditCard, applePay, bikeParking, outdoorSeating",94110,3101 24th street
135,Pinhole Coffee, Coffee & Tea,4153648257,"takeout, creditCard, applePay, bikeParking",94110,231 Cortland avenue
136,Hot Sauce and Panko," Chicken Wings,Specialty Food",4153591908,"delivery, takeout, creditCard, applePay, bikeParking, goodForKids, caters",94109,1468 Hyde street
137,Fifty / Fifty Coffee and Tea, Coffee & Tea,4156848886,"takeout, creditCard, bikeParking",94118,3157 Geary boulevard
138,Ty Sandwich," Vietnamese,Sandwiches",4153337242,"takeout, bikeParking, goodForKids",94112,4829 Mission street
139,El Metate Restaurant, Mexican,4156417209,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, caters",94110,2406 Bryant street
140,Mission Pie," Bakeries,Cafes",4152821500,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, caters",94110,2901 Mission street
141,Cafe Me," Coffee & Tea,Sandwiches,Breakfast & Brunch",4152888628,"takeout, creditCard, applePay, bikeParking, goodForKids, outdoorSeating, hasTV",94111,500 Washington street
142,AK Subs," Sandwiches,Salad,Burgers",4152419600,"delivery, takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, hasTV, caters",94103,397 8th street
143,Cool Cravings," Cafes,Delis,Juice Bars & Smoothies",4157714900,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, caters",94115,1635 Divisadero street
144,Monterey Deli," Delis,Coffee & Tea,American (Traditional)",4153378447,"delivery, takeout, creditCard, applePay, bikeParking, goodForKids, hasTV, caters",94127,499 Monterey boulevard
145,Arinell Pizza, Pizza,4152551303,"takeout, bikeParking, goodForKids",94110,509 Valencia street
146,Bean Bag Cafe," Coffee & Tea,Burgers,Sandwiches",4155633634,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV",94117,601 Divisadero street
147,Vega Cafe, Coffee & Tea,4152607581,"takeout, bikeParking",94103,1246 Folsom street
148,Butter," Dive Bars,American (Traditional),Dance Clubs",4158635964,"takeout, creditCard, applePay, bikeParking, goodForGroups, outdoorSeating, hasTV",94103,354 11th street
149,Marcello’s Pizza, Pizza,4158633900,"delivery, takeout, bikeParking, goodForKids, outdoorSeating, hasTV, caters",94114,420 Castro street
150,The Jelly Donut," Donuts,Coffee & Tea",4156481419,"takeout, bikeParking",94110,3198 24th street
151,Boba Guys," Coffee & Tea,Bubble Tea",4159672622,"takeout, creditCard, outdoorSeating",94102,8 Octavia street
152,Tselogs, Filipino,4156587142,"takeout, creditCard, goodForKids, waiterService, caters",94102,552 Jones street
153,Chai Bar By David Rio," Tea Rooms,Cafes",4158650677,"takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, outdoorSeating, caters",94103,1019 Market street
154,Beanstalk Cafe," Coffee & Tea,Sandwiches,Bagels",4155761966,"delivery, takeout, creditCard, applePay, goodForKids, outdoorSeating, caters",94108,724 Bush street
155,Subs Inc," Sandwiches,Ice Cream & Frozen Yogurt",4156484256,"takeout, creditCard, bikeParking, goodForKids",94114,1300 Castro street
156,Weaver’s Coffee &amp; Tea," Coffee & Tea,Breakfast & Brunch,Wraps",4154004372,"takeout, creditCard, applePay, bikeParking",94114,2301 Market street
157,Cafe Seventy8, Coffee & Tea,4159702233,"takeout, creditCard, bikeParking, outdoorSeating",94110,78 29th street
158,Sophie’s Crepes," Desserts,Creperies",4159297732,"takeout, goodForKids, goodForGroups",,
159,Bite," Delis,Sandwiches",4155632483,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating",94104,912 Sutter street
160,Petite Deli &amp; Picnic," Delis,Sandwiches,Salad",4153747351,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating",94133,752 Columbus avenue
161,La Santaneca," Mexican,Salvadoran,Breakfast & Brunch",4156481034,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, waiterService",94110,3781 Mission street
162,The Cookie Cloud Cafe," Desserts,Food Stands",4157355055,"takeout, bikeParking, goodForKids, goodForGroups, caters",94114,3859 24th street
163,The Velo Rouge Cafe," Coffee & Tea,Breakfast & Brunch,Sandwiches",4157527799,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating",94118,798 Arguello boulevard
164,Cafe Murano," Coffee & Tea,Breakfast & Brunch,Sandwiches",4157710888,"reservations, takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, waiterService",94115,1777 Steiner street
165,Rossi’s Delicatessen," Delis,Sandwiches",4158634533,"takeout, creditCard, bikeParking, goodForKids, caters",94114,426 Castro street
166,Genki Crepes &amp; Mini-Mart," Desserts,Creperies",4153796414,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating",94118,330 Clement street
167,El Buen Comer," Food Stands,Mexican",4152481332,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, caters",94114,3861 24th street &amp; Sanchez
168,Two Sons’ Sandwiches, Sandwiches,4158631213,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV, waiterService, caters",94103,2249 17th street
169,Alimento," Delis,Gelato,Sandwiches",4152969463,"takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, outdoorSeating, caters",94133,507 Columbus avenue
170,Borderlands Café, Coffee & Tea,4159706998,"takeout, bikeParking",94110,870 Valencia street
171,Balompie Cafe No 3," Seafood,Salvadoran",4156474000,"takeout, creditCard, goodForKids, goodForGroups, outdoorSeating, hasTV, waiterService, caters",94110,3801 Mission street
172,Cinderella Bakery &amp; Cafe," Bakeries,Russian",4157519690,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating, caters",94118,436 Balboa street
173,Glutless," Gluten-Free,Bakeries,Pizza",4153057877,"delivery, takeout, creditCard, applePay, bikeParking, goodForKids, caters",94102,325 Mason street
174,Belmar - La Gallinita Meat Market," Mexican,Meat Shops,Caterers",4158264600,"takeout, bikeParking, goodForKids",94110,2989 24th street
175,Taqueria el Buen Sabor, Mexican,4155528816,"takeout, creditCard, bikeParking, goodForKids, goodForGroups",94110,697 Valencia street
176,Lou’s Cafe," Sandwiches,Breakfast & Brunch,Salad",4156824083,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, caters",94116,1508 Taraval street
177,Mission Banh Mi," Sandwiches,Vietnamese,Delis",4155511772,"takeout, creditCard, bikeParking, goodForKids",94110,2200 Mission street
178,Bender’s Bar and Grill," Dive Bars,American (Traditional)",4158241800,"reservations, bikeParking, goodForGroups, outdoorSeating, hasTV",94110,806 S Van Ness avenue
179,Trax," Gay Bars,Dive Bars",4158644213,"creditCard, bikeParking, goodForGroups, hasTV",94117,1437 Haight street
180,Liquor Express &amp; Pupuseria," Salvadoran,Beer, Wine & Spirits,Delis",4156663534,"takeout, creditCard, bikeParking, goodForKids, goodForGroups",94118,4715 Geary boulevard
181,Kung Food, Chinese,4156736688,"reservations, delivery, takeout, creditCard, applePay, goodForKids, goodForGroups, waiterService, caters",94115,1615 McAllister street
182,Danny Coyle’s," Pubs,Sports Bars",4155588375,"creditCard, bikeParking, goodForGroups, hasTV",94117,668 Haight street
183,HRD," Korean,Asian Fusion,Mexican",4155432355,"delivery, takeout, creditCard, applePay, bikeParking, goodForKids, hasTV, caters",94107,521A 3rd street
184,Los Shucos Latin Hot Dogs," Hot Dogs,Latin American",4153663868,"takeout, creditCard, applePay, bikeParking, goodForKids, outdoorSeating, caters",94110,3224 1/2 22nd street
185,The Richfield," Coffee & Tea,American (Traditional)",,"takeout, creditCard, applePay, bikeParking, goodForKids, outdoorSeating",94118,195 5th avenue
186,Toronado," Dive Bars,Pubs",4158632276,"bikeParking, goodForGroups, hasTV",94117,547 Haight street
187,Scullery," Coffee & Tea,Breakfast & Brunch,Patisserie/Cake Shop",4154404497,"takeout, creditCard, applePay, bikeParking, goodForKids, outdoorSeating, caters",94102,687 Geary street
188,SF Eagle, Gay Bars,,"bikeParking, goodForGroups, outdoorSeating, hasTV",94103,398 12th street
189,Pancho Villa Taqueria, Mexican,4158648840,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, caters",94103,3071 16th street
190,The Yellow Submarine, Sandwiches,4156815652,"takeout, bikeParking, goodForKids, goodForGroups",94122,503 Irving street
191,Grubbin’, Sandwiches,4156887116,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV, caters",94116,1404 Taraval street
192,Capital One Café," Banks & Credit Unions,Coffee & Tea,Internet Cafes",4152484920,"takeout, creditCard, applePay, bikeParking",94108,101 Post street
193,Castro Tarts," Vietnamese,Breakfast & Brunch,Sandwiches",4158613268,"takeout, creditCard, bikeParking, goodForKids",94114,564 Castro street
194,Caffe Ambrosia," Ice Cream & Frozen Yogurt,Coffee & Tea,Juice Bars & Smoothies",4153620538,"takeout, bikeParking, outdoorSeating",94104,14 Trinity Pl
