id,title,cuisine,phone,feature,zipcode,street_addr
25,the flying falafel," falafel,vegan",4159641003,"takeout, creditcard, bikeparking, goodforkids, caters",94103,1051 market street
26,central coffee tea &amp; spice," coffee & tea,cafes,breakfast & brunch",4159222008,"takeout, creditcard, applepay, bikeparking, goodforkids, outdoorseating",94117,1696 hayes street
27,irving subs," sandwiches,juice bars & smoothies,gluten-free",4155663155,"delivery, takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, hastv, caters",94122,1298 12th avenue
28,crepes a go go," creperies,food stands",4155031294,"takeout, bikeparking, goodforkids, goodforgroups, outdoorseating",94103,350 11th street
29,cholo soy, peruvian,4153127232,"takeout, creditcard, bikeparking, goodforkids, waiterservice",94110,2301 mission street
30,rise &amp; grind, coffee & tea,4157801579,"takeout, creditcard, applepay, bikeparking, outdoorseating",94118,785 8th avenue
31,roxie food center," grocery,sandwiches",4155872345,"takeout, creditcard, bikeparking, goodforkids, caters",94112,1901 san jose avenue
32,el farolito, mexican,4158247877,"takeout, bikeparking, goodforkids, goodforgroups",94110,2779 mission street
33,la palma mexicatessen, mexican,4156471500,"takeout, creditcard, bikeparking, goodforkids, outdoorseating, caters",94110,2884 24th street
34,bayshore taqueria, mexican,4152851100,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, caters",94124,300 bayshore boulevard
35,lou’s cafe," coffee & tea,sandwiches,salad",4153794429,"takeout, creditcard, bikeparking, goodforkids, outdoorseating, hastv, caters",94118,5017 geary boulevard
36,wooly pig cafe," sandwiches,coffee & tea,breakfast & brunch",4155928015,"takeout, creditcard, applepay, bikeparking, goodforkids, outdoorseating",94122,205 hugo street
37,submarine center, sandwiches,4155641455,"takeout, creditcard, bikeparking, goodforkids, caters",94127,820 ulloa street
38,new college hill market," convenience stores,bagels,sandwiches",4152852147,"takeout, creditcard, bikeparking, goodforkids, goodforgroups",94110,3798 mission street
39,saigon sandwich," vietnamese,sandwiches",4154745698,"takeout, bikeparking, goodforkids",94102,560 larkin street
40,bernie’s, coffee & tea,4156421192,"takeout, creditcard, bikeparking, outdoorseating",94114,3966 24th street
41,un cafecito," coffee & tea,breakfast & brunch,sandwiches",4156741769,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, waiterservice, caters",94102,335 jones street
42,the bar on dolores, sports bars,4156951745,"bikeparking, goodforgroups, hastv",94110,1600 dolores street
43,home," coffee & tea,bakeries",4157420038,"takeout, creditcard, bikeparking",94122,1222 noriega  street
44,arizmendi bakery," bakeries,pizza",4158269218,"takeout, creditcard, applepay, bikeparking, goodforkids, caters",94110,1268 valencia street
45,dinosaurs," vietnamese,sandwiches",4155031421,"takeout, creditcard, bikeparking, goodforkids, outdoorseating",94114,2275 market street
46,sugarfoot," southern,pop-up restaurants",6155576392,"takeout, creditcard, bikeparking, outdoorseating, hastv, caters",94110,2948 folsom street
47,rhea’s deli &amp; market," delis,sandwiches",4152825255,"reservations, delivery, takeout, creditcard, bikeparking, goodforkids",94110,800 valencia street
48,handy deli," delis,beer, wine & spirits",4156813323,"takeout, creditcard, bikeparking, goodforkids, outdoorseating, caters",94122,1815 irving street
49,fresh brew coffee," coffee & tea,sandwiches,vietnamese",4155670915,"takeout, creditcard, bikeparking, goodforkids, outdoorseating",94108,882 bush street
50,philz coffee, coffee & tea,4156217000,"takeout, creditcard, applepay, bikeparking, caters",94102,399 golden gate avenue
51,grandma’s deli &amp; cafe," coffee & tea,sandwiches,juice bars & smoothies",4152520759,"takeout, creditcard, applepay, goodforkids, goodforgroups, hastv, caters",94103,1551 mission street
52,jump start coffee &amp; grocery," coffee & tea,sandwiches,beer, wine & spirits",4156427555,"takeout, creditcard, bikeparking, goodforkids, outdoorseating, hastv, waiterservice",94110,1192 guerrero street
53,the pizza shop, pizza,4158241840,"takeout, bikeparking, goodforkids, goodforgroups",94110,3104 24th street
54,belly good cafe &amp; crepes," ice cream & frozen yogurt,creperies",4153468383,"takeout, goodforkids, goodforgroups",94115,1737 post street
55,philz coffee," coffee & tea,sandwiches",4158759943,"takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, outdoorseating",94158,201 berry street
56,bacon dog cart," hot dogs,street vendors",,"takeout, goodforkids, goodforgroups, outdoorseating",94110,the mission
57,emanuel coffee," breakfast & brunch,salvadoran,mexican",4158650522,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, caters",94117,488 haight street
58,grand coffee, coffee & tea,4152061238,"takeout, creditcard, applepay, bikeparking, outdoorseating",94110,2663 mission street
59,paulie’s pickling," specialty food,delis,sandwiches",4152850800,"takeout, creditcard, bikeparking, goodforkids",,
60,san pancho’s tacos," food trucks,mexican",4152751520,"takeout, creditcard, goodforkids, goodforgroups, waiterservice, caters",94124,491 bayshore boulevard
61,ro cafe," coffee & tea,middle eastern,sandwiches",4153409765,"delivery, takeout, creditcard, bikeparking, goodforkids, goodforgroups, caters",94118,2739 geary street
62,reem’s," middle eastern,arabian,street vendors",5108529390,"creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, caters",94110,
63,the chairman truck," food trucks,taiwanese",4158138800,"takeout, applepay, bikeparking, goodforkids, goodforgroups, caters",94102,
64,el castillito, mexican,6284005723,"takeout, bikeparking, goodforkids, goodforgroups",94114,136 church street
65,spin city launderette &amp; coffee bar," coffee & tea,laundromat",4156952939,"takeout, creditcard, applepay, bikeparking, outdoorseating",94114,1299 sanchez street
66,bacon bacon," breakfast & brunch,cafes",4152184347,"takeout, creditcard, applepay, bikeparking, goodforkids, caters",94117,205 a frederick street
67,sweet chinito coffee," coffee & tea,sandwiches,ice cream & frozen yogurt",4158213388,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, caters",94110,3100 mission street
68,la espiga de oro, mexican,4158261363,"takeout, creditcard, bikeparking, goodforkids, hastv, caters",94110,2916 24th street
69,street taco, mexican,4155254435,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv",94117,1607 haight street
70,tierra mia coffee," coffee & tea,coffee roasteries,bakeries",4155253142,"takeout, creditcard, bikeparking, outdoorseating",94110,3188 mission street
71,palmyra," mediterranean,middle eastern,syrian",4158964172,"delivery, takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, caters",94117,700 haight street
72,calabria bros," caterers,sandwiches,delis",4152392555,"takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, hastv",94112,4763 mission street
73,hot press," cafes,sandwiches,vegetarian",4158143814,"delivery, takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, caters",94110,2966 mission street
74,estela’s fresh sandwiches," delis,juice bars & smoothies,sandwiches",4155536068,"takeout, creditcard, applepay, bikeparking, goodforkids, caters",94117,250 fillmore street
75,lucky 13, dive bars,4154871313,"bikeparking, goodforgroups, outdoorseating, hastv",94114,2140 market street
76,shotwell’s, pubs,4156484104,"bikeparking, goodforgroups, hastv",94110,3349 20th street
77,truly mediterranean, mediterranean,4152527482,"takeout, creditcard, bikeparking, goodforkids, outdoorseating",94103,3109 16th street
78,la taqueria, mexican,4152857117,"takeout, bikeparking, goodforkids, goodforgroups, outdoorseating",94110,2889 mission street
79,guerrero market &amp; deli," grocery,delis,sandwiches",4156472530,"takeout, creditcard, bikeparking, goodforkids, goodforgroups",94110,701 guerrero street
80,wicked grounds," coffee & tea,adult entertainment",4155030405,"takeout, creditcard, bikeparking, goodforgroups",94103,289 8th street
81,diamond cafe," cafes,american (new)",4156553674,"takeout, creditcard, bikeparking, goodforkids, outdoorseating",94114,751 diamond street
82,l&amp;g vietnamese sandwich," vietnamese,sandwiches",4153451878,"takeout, bikeparking, goodforkids",94109,602 eddy street
83,the boy’s deli," delis,meat shops,sandwiches",4157763099,"delivery, takeout, creditcard, applepay, bikeparking, goodforkids, hastv, caters",94109,2222 polk street
84,réveille coffee co.," coffee & tea,cafes",4157896258,"takeout, creditcard, bikeparking, outdoorseating",94114,4076 18th street
85,four barrel coffee, coffee & tea,4152520800,"takeout, creditcard, applepay, bikeparking, outdoorseating",94103,375 valencia street
86,cafeto coffee shop," coffee & tea,bagels,juice bars & smoothies",4159709090,"takeout, creditcard, applepay, bikeparking, outdoorseating",94110,111 richland avenue
87,sweet aha!," vegan,bakeries,cupcakes",4158392138,"delivery, takeout, goodforkids, goodforgroups, outdoorseating, caters",94103,
88,philz coffee, coffee & tea,4158148096,"takeout, creditcard, applepay, bikeparking, outdoorseating",94107,1775 17th street
89,art’s cafe," diners,korean,american (traditional)",4156657440,"takeout, bikeparking, goodforkids, waiterservice",94122,747 irving street
90,cafe international," coffee & tea,sandwiches,desserts",4155527390,"takeout, bikeparking, goodforkids, goodforgroups, outdoorseating",94117,508 haight street
91,frena," bakeries,kosher,donuts",6284443666,"takeout, creditcard, applepay, bikeparking, goodforkids, caters",94103,132 6th street
92,taqueria vallarta, mexican,4158268116,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv",94110,3033 24th street
93,last call bar," gay bars,dive bars,pubs",4158611310,"bikeparking, goodforgroups, hastv",94114,3988 18th street
94,the black horse london pub, pubs,4159282414,"bikeparking, hastv",94123,1514 union street
95,dragoneats, vietnamese,4155226689,"takeout, creditcard, bikeparking, goodforkids, caters",94117,1671 haight street
96,coffee bar," coffee & tea,sandwiches",4155518100,"takeout, creditcard, bikeparking, goodforgroups, outdoorseating",94110,1890 bryant street
97,raw - a juice company," juice bars & smoothies,fruits & veggies,live/raw food",4154630623,"delivery, takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, caters",94114,2175 market street
98,love n haight deli," sandwiches,vegan,vegetarian",4152528190,"takeout, bikeparking, goodforkids",94117,553 haight street
99,tortas los picudos," mexican,juice bars & smoothies,sandwiches",4158244199,"takeout, creditcard, bikeparking, goodforkids",94110,2969 24th street
100,the chairman, taiwanese,4158138800,"takeout, creditcard, goodforkids, caters",94109,670 larkin street
101,philz coffee, coffee & tea,4154231474,"takeout, creditcard, applepay, bikeparking, outdoorseating",94107,1258 minnesota street
102,taqueria cancún, mexican,4152529560,"takeout, bikeparking, goodforkids, goodforgroups",94110,2288 mission street
103,tacorea," mexican,korean,latin american",4158851325,"takeout, creditcard, applepay, bikeparking, goodforkids, outdoorseating, hastv",94108,809 bush street
104,cafe sis," cafes,sandwiches",,"takeout, creditcard, applepay, bikeparking, goodforkids",94118,402 balboa street
105,chiotras grocery," grocery,delis",4158242353,"takeout, creditcard, bikeparking, goodforkids, outdoorseating",94107,858 rhode island street
106,el rio," music venues,dive bars",4152823325,"bikeparking, goodforgroups, outdoorseating",94110,3158 mission street
107,zaytoon mediterranean wraps," mediterranean,sandwiches",4158241787,"takeout, creditcard, applepay, bikeparking, goodforkids, outdoorseating, hastv, caters",94110,1136 valencia street
108,temo cafe," coffee & tea,cafes",4158292822,"takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, hastv",94110,3000 24th street
109,noc noc, lounges,4158615811,"creditcard, bikeparking, goodforgroups",94117,557 haight street
110,alamo square market &amp; deli," grocery,sandwiches,delis",4158617120,"takeout, creditcard, goodforkids, outdoorseating",94117,535 scott street
111,mission public," cafes,breakfast & brunch",4155254175,"takeout, creditcard, bikeparking, goodforkids, goodforgroups",94103,233 14th street
112,mojo bicycle café," coffee & tea,american (new)",4154402338,"takeout, creditcard, bikeparking, goodforgroups, outdoorseating",94117,639 divisadero street
113,java supreme," coffee & tea,breakfast & brunch,cafes",4152061832,"takeout, goodforkids",94110,703 guerrero street
114,waffle mania truck," desserts,food trucks,waffles",,"takeout, bikeparking, goodforkids, goodforgroups, outdoorseating",94102,1182 market street
115,cindy’s market," grocery,delis",4152217403,"takeout, creditcard, bikeparking, goodforkids, hastv",94117,2084 hayes street
116,box kitchen," food stands,burgers",4155807170,"takeout, creditcard, bikeparking, goodforgroups",94103,431 natoma street
117,guerra quality meats," meat shops,delis,grocery",4155640585,"takeout, creditcard, goodforkids, caters",94116,490 taraval street
118,new star market," beer, wine & spirits,delis",4158610723,"takeout, creditcard, bikeparking, goodforkids, outdoorseating",94103,269 14th street
119,streets eat street food," tacos,hot dogs,sandwiches",4157751055,"takeout, creditcard, bikeparking, goodforkids, goodforgroups",94102,634 polk street
120,piccolo petes cafe, coffee & tea,4154836416,"takeout, creditcard, bikeparking, outdoorseating, caters",94134,2155 bayshore boulevard
121,luna’s coffee house," coffee & tea,sandwiches",4157103066,"takeout, creditcard, goodforkids, caters",94110,1101 potrero avenue
122,la santaneca de la mission," mexican,salvadoran",4152852131,"takeout, bikeparking, goodforkids, goodforgroups, hastv, waiterservice",94110,2815 mission street
123,5 sweets," creperies,bubble tea,juice bars & smoothies",4153477665,"takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups",94112,1125 ocean avenue 102
124,super duper burgers," burgers,american (new)",4155588123,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating",94114,2304 market street
125,phat philly," sandwiches,cheesesteaks,chicken wings",4155507428,"delivery, takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, caters",94110,3388 24th street
126,hai ky mi gia," chinese,vietnamese,noodles",4157712577,"takeout, goodforkids, goodforgroups, waiterservice",94109,707 ellis street
127,el farolito, mexican,4156410758,"takeout, creditcard, bikeparking, goodforkids, goodforgroups",94110,2950 24th street
128,turner’s kitchen," sandwiches,soup,salad",4156213505,"takeout, creditcard, bikeparking, goodforkids, outdoorseating, caters",94110,3505 b 17th street
129,good luck cafe and deli," delis,cafes,sandwiches",4157812328,"takeout, bikeparking, goodforkids",94108,621 kearny street
130,the soapbox cafe," vietnamese,bagels,cafes",4158297139,"takeout, creditcard, goodforkids, caters",94109,1800 hyde street
131,church street groceteria," grocery,beer, wine & spirits,delis",4156605147,"takeout, creditcard, bikeparking",94114,300 church street
132,dragoneats, vietnamese,4157951469,"takeout, creditcard, bikeparking, goodforkids, caters",94102,520 gough street
133,gallardos mexican restaurant," mexican,breakfast & brunch",4154369387,"reservations, takeout, goodforkids, goodforgroups, outdoorseating, hastv, waiterservice, caters",94110,3248 18th street
134,philz coffee, coffee & tea,4158759370,"takeout, creditcard, applepay, bikeparking, outdoorseating",94110,3101 24th street
135,pinhole coffee, coffee & tea,4153648257,"takeout, creditcard, applepay, bikeparking",94110,231 cortland avenue
136,hot sauce and panko," chicken wings,specialty food",4153591908,"delivery, takeout, creditcard, applepay, bikeparking, goodforkids, caters",94109,1468 hyde street
137,fifty / fifty coffee and tea, coffee & tea,4156848886,"takeout, creditcard, bikeparking",94118,3157 geary boulevard
138,ty sandwich," vietnamese,sandwiches",4153337242,"takeout, bikeparking, goodforkids",94112,4829 mission street
139,el metate restaurant, mexican,4156417209,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, caters",94110,2406 bryant street
140,mission pie," bakeries,cafes",4152821500,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, caters",94110,2901 mission street
141,cafe me," coffee & tea,sandwiches,breakfast & brunch",4152888628,"takeout, creditcard, applepay, bikeparking, goodforkids, outdoorseating, hastv",94111,500 washington street
142,ak subs," sandwiches,salad,burgers",4152419600,"delivery, takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, hastv, caters",94103,397 8th street
143,cool cravings," cafes,delis,juice bars & smoothies",4157714900,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, caters",94115,1635 divisadero street
144,monterey deli," delis,coffee & tea,american (traditional)",4153378447,"delivery, takeout, creditcard, applepay, bikeparking, goodforkids, hastv, caters",94127,499 monterey boulevard
145,arinell pizza, pizza,4152551303,"takeout, bikeparking, goodforkids",94110,509 valencia street
146,bean bag cafe," coffee & tea,burgers,sandwiches",4155633634,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv",94117,601 divisadero street
147,vega cafe, coffee & tea,4152607581,"takeout, bikeparking",94103,1246 folsom street
148,butter," dive bars,american (traditional),dance clubs",4158635964,"takeout, creditcard, applepay, bikeparking, goodforgroups, outdoorseating, hastv",94103,354 11th street
149,marcello’s pizza, pizza,4158633900,"delivery, takeout, bikeparking, goodforkids, outdoorseating, hastv, caters",94114,420 castro street
150,the jelly donut," donuts,coffee & tea",4156481419,"takeout, bikeparking",94110,3198 24th street
151,boba guys," coffee & tea,bubble tea",4159672622,"takeout, creditcard, outdoorseating",94102,8 octavia street
152,tselogs, filipino,4156587142,"takeout, creditcard, goodforkids, waiterservice, caters",94102,552 jones street
153,chai bar by david rio," tea rooms,cafes",4158650677,"takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, outdoorseating, caters",94103,1019 market street
154,beanstalk cafe," coffee & tea,sandwiches,bagels",4155761966,"delivery, takeout, creditcard, applepay, goodforkids, outdoorseating, caters",94108,724 bush street
155,subs inc," sandwiches,ice cream & frozen yogurt",4156484256,"takeout, creditcard, bikeparking, goodforkids",94114,1300 castro street
156,weaver’s coffee &amp; tea," coffee & tea,breakfast & brunch,wraps",4154004372,"takeout, creditcard, applepay, bikeparking",94114,2301 market street
157,cafe seventy8, coffee & tea,4159702233,"takeout, creditcard, bikeparking, outdoorseating",94110,78 29th street
158,sophie’s crepes," desserts,creperies",4159297732,"takeout, goodforkids, goodforgroups",,
159,bite," delis,sandwiches",4155632483,"takeout, creditcard, bikeparking, goodforkids, outdoorseating",94104,912 sutter street
160,petite deli &amp; picnic," delis,sandwiches,salad",4153747351,"takeout, creditcard, bikeparking, goodforkids, outdoorseating",94133,752 columbus avenue
161,la santaneca," mexican,salvadoran,breakfast & brunch",4156481034,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice",94110,3781 mission street
162,the cookie cloud cafe," desserts,food stands",4157355055,"takeout, bikeparking, goodforkids, goodforgroups, caters",94114,3859 24th street
163,the velo rouge cafe," coffee & tea,breakfast & brunch,sandwiches",4157527799,"takeout, creditcard, bikeparking, goodforkids, outdoorseating",94118,798 arguello boulevard
164,cafe murano," coffee & tea,breakfast & brunch,sandwiches",4157710888,"reservations, takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, waiterservice",94115,1777 steiner street
165,rossi’s delicatessen," delis,sandwiches",4158634533,"takeout, creditcard, bikeparking, goodforkids, caters",94114,426 castro street
166,genki crepes &amp; mini-mart," desserts,creperies",4153796414,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating",94118,330 clement street
167,el buen comer," food stands,mexican",4152481332,"delivery, takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, caters",94114,3861 24th street &amp; sanchez
168,two sons’ sandwiches, sandwiches,4158631213,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, waiterservice, caters",94103,2249 17th street
169,alimento," delis,gelato,sandwiches",4152969463,"takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, outdoorseating, caters",94133,507 columbus avenue
170,borderlands café, coffee & tea,4159706998,"takeout, bikeparking",94110,870 valencia street
171,balompie cafe no 3," seafood,salvadoran",4156474000,"takeout, creditcard, goodforkids, goodforgroups, outdoorseating, hastv, waiterservice, caters",94110,3801 mission street
172,cinderella bakery &amp; cafe," bakeries,russian",4157519690,"takeout, creditcard, bikeparking, goodforkids, outdoorseating, caters",94118,436 balboa street
173,glutless," gluten-free,bakeries,pizza",4153057877,"delivery, takeout, creditcard, applepay, bikeparking, goodforkids, caters",94102,325 mason street
174,belmar - la gallinita meat market," mexican,meat shops,caterers",4158264600,"takeout, bikeparking, goodforkids",94110,2989 24th street
175,taqueria el buen sabor, mexican,4155528816,"takeout, creditcard, bikeparking, goodforkids, goodforgroups",94110,697 valencia street
176,lou’s cafe," sandwiches,breakfast & brunch,salad",4156824083,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, caters",94116,1508 taraval street
177,mission banh mi," sandwiches,vietnamese,delis",4155511772,"takeout, creditcard, bikeparking, goodforkids",94110,2200 mission street
178,bender’s bar and grill," dive bars,american (traditional)",4158241800,"reservations, bikeparking, goodforgroups, outdoorseating, hastv",94110,806 s van ness avenue
179,trax," gay bars,dive bars",4158644213,"creditcard, bikeparking, goodforgroups, hastv",94117,1437 haight street
180,liquor express &amp; pupuseria," salvadoran,beer, wine & spirits,delis",4156663534,"takeout, creditcard, bikeparking, goodforkids, goodforgroups",94118,4715 geary boulevard
181,kung food, chinese,4156736688,"reservations, delivery, takeout, creditcard, applepay, goodforkids, goodforgroups, waiterservice, caters",94115,1615 mcallister street
182,danny coyle’s," pubs,sports bars",4155588375,"creditcard, bikeparking, goodforgroups, hastv",94117,668 haight street
183,hrd," korean,asian fusion,mexican",4155432355,"delivery, takeout, creditcard, applepay, bikeparking, goodforkids, hastv, caters",94107,521a 3rd street
184,los shucos latin hot dogs," hot dogs,latin american",4153663868,"takeout, creditcard, applepay, bikeparking, goodforkids, outdoorseating, caters",94110,3224 1/2 22nd street
185,the richfield," coffee & tea,american (traditional)",,"takeout, creditcard, applepay, bikeparking, goodforkids, outdoorseating",94118,195 5th avenue
186,toronado," dive bars,pubs",4158632276,"bikeparking, goodforgroups, hastv",94117,547 haight street
187,scullery," coffee & tea,breakfast & brunch,patisserie/cake shop",4154404497,"takeout, creditcard, applepay, bikeparking, goodforkids, outdoorseating, caters",94102,687 geary street
188,sf eagle, gay bars,,"bikeparking, goodforgroups, outdoorseating, hastv",94103,398 12th street
189,pancho villa taqueria, mexican,4158648840,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, caters",94103,3071 16th street
190,the yellow submarine, sandwiches,4156815652,"takeout, bikeparking, goodforkids, goodforgroups",94122,503 irving street
191,grubbin’, sandwiches,4156887116,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, caters",94116,1404 taraval street
192,capital one café," banks & credit unions,coffee & tea,internet cafes",4152484920,"takeout, creditcard, applepay, bikeparking",94108,101 post street
193,castro tarts," vietnamese,breakfast & brunch,sandwiches",4158613268,"takeout, creditcard, bikeparking, goodforkids",94114,564 castro street
194,caffe ambrosia," ice cream & frozen yogurt,coffee & tea,juice bars & smoothies",4153620538,"takeout, bikeparking, outdoorseating",94104,14 trinity pl
195,bay subs &amp; deli, sandwiches,4153463888,"takeout, creditcard, bikeparking, goodforkids, outdoorseating",94115,2486 sacramento street
196,mr. pickle’s sandwich shop," sandwiches,salad",4158260143,"takeout, bikeparking, goodforkids, hastv, caters",94110,3380 20th street
197,new alternatives cafe," cafes,breakfast & brunch,juice bars & smoothies",4158265282,"takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, caters",94110,1600 guerrero street
198,iron horse coffee bar, coffee & tea,,"takeout, creditcard, applepay, bikeparking, outdoorseating",94108,25 maiden ln
199,gold cane cocktail lounge," dive bars,cocktail bars",4156261112,"bikeparking, goodforgroups, outdoorseating, hastv",94117,1569 haight street
200,sunstream coffee," brazilian,coffee & tea,juice bars & smoothies",4155675330,"takeout, creditcard, bikeparking, goodforkids, outdoorseating, hastv",94118,2884 geary boulevard
201,saint frank coffee," coffee & tea,cafes,sandwiches",4157751619,"takeout, creditcard, applepay, bikeparking, goodforgroups, outdoorseating",94109,2340 polk street
202,flying pig bistro pub," sandwiches,pubs,sports bars",4159341234,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, caters",94103,433 s van ness avenue
203,el sur," food stands,argentine",4155302803,"delivery, takeout, creditcard, goodforkids, goodforgroups, caters",94117,
204,jay’n bee club," pubs,dive bars,american (traditional)",4158244190,"takeout, bikeparking, goodforgroups, outdoorseating, hastv, waiterservice",94110,2736 20th street
205,red sea market," grocery,pizza,sandwiches",4153343300,"delivery, takeout, creditcard, bikeparking, goodforkids, hastv, caters",94112,1801 san jose avenue
206,junior barbecue burger," food stands,brazilian,burgers",6502712479,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating",94124,98 napoleon street
207,andytown coffee roasters, coffee & tea,4157539775,"takeout, creditcard, applepay, bikeparking, outdoorseating, caters",94122,3655 lawton street
208,the salad place," american (traditional),sandwiches,salad",4153334030,"reservations, takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice, caters",94112,400 london street
209,the cheese steak shop," sandwiches,cheesesteaks",4153463712,"takeout, creditcard, bikeparking, goodforkids, goodforgroups",94115,1716 divisadero street
210,morty’s delicatessen," sandwiches,delis,vegetarian",4155673354,"delivery, takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, hastv, caters",94102,280 golden gate avenue
211,ferment drink repeat - fdr," breweries,beer bar",4158255657,"creditcard, applepay, bikeparking, goodforgroups, hastv",94134,2636 san bruno avenue
212,l’s caffe," coffee & tea,sandwiches,bagels",4152060274,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, caters",94110,2871 24th street
