id,title,cuisine,phone,feature,zipcode,street_addr
1441,ValuExchange Diamond Importers, Jewelry,4158639111,"creditCard, bikeParking",94103,868 Brannan street
1442,Davies Symphony Hall," Performing Arts,Music Venues,Venues & Event Spaces",4156216600,"creditCard, bikeParking, goodForKids, goodForGroups",94102,201 Van Ness avenue
1443,Anchor &amp; Hope, Seafood,4155019100,"reservations, creditCard, applePay, bikeParking, goodForGroups, waiterService",94105,83 Minna street
1444,Kristina Welzien, Hair Stylists,4156569221,"creditCard, bikeParking",94110,3150 18th street
1445,Qoio," Jewelry,Accessories",4157885566,"creditCard, bikeParking",94114,4068 24th street
1446,Matterhorn Restaurant," Fondue,German",4158856116,"reservations, creditCard, goodForKids, goodForGroups, waiterService",94109,2323 Van Ness avenue
1447,Lord Stanley," Modern European,American (New)",4158725512,"reservations, creditCard, goodForGroups, waiterService",94109,2065 Polk street
1448,3D Bikefit, Bikes,4157295795,"creditCard, bikeParking",94109,1299 Bush street
1449,Waterbar," Seafood,American (New),Live/Raw Food",4152849922,"reservations, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService",94105,399 The Embarcadero
1450,Mr. S Leather, Adult,4158637764,"creditCard, bikeParking",94103,385 8th street
1451,Veo Optics, Eyewear & Opticians,4154342020,"creditCard, bikeParking",94108,393 Sutter street
1452,Ales Unlimited: Beer Basement," Jazz & Blues,Beer Bar",4159238610,"reservations, creditCard, bikeParking, goodForGroups, hasTV",94102,222 Hyde street
1453,The MINA Test Kitchen," Italian,Pop-Up Restaurants",4156255469,"reservations, creditCard, outdoorSeating, waiterService",94123,2120 Greenwich street
1454,Salt House," American (New),Bars",4155438900,"reservations, takeout, creditCard, bikeParking, goodForGroups, waiterService",94105,545 Mission street
1455,Yank Sing," Dim Sum,Cantonese",4157811111,"reservations, takeout, creditCard, bikeParking, goodForKids, goodForGroups, waiterService, caters",94105,101 Spear street
1456,San Francisco Symphony," Performing Arts,Music Venues",4158646000,"creditCard, bikeParking, goodForKids, goodForGroups",94102,201 Van Ness avenue
1457,Gardenias," American (New),Seafood",4156217122,"reservations, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService",94115,1963 Sutter street
1458,Veo Optics, Eyewear & Opticians,4159212020,"creditCard, bikeParking",94123,1799 Union street
1459,Harper Paige Salon," Hair Salons,Barbers",4153911050,"creditCard, bikeParking",94108,11 Tillman Pl
1460,Ozumo," Sushi Bars,Japanese,Asian Fusion",4158821333,"reservations, takeout, creditCard, bikeParking, goodForGroups, hasTV, waiterService, caters",94105,161 Steuart street
1461,Micah Riot Tattoo, Tattoo,4155709540,"creditCard, bikeParking",94110,3150 18th street
1462,Hairdoo Voodoo, Hair Salons,4158641100,"creditCard, bikeParking, goodForKids",94110,3150 18th street
1463,Farina," Italian,Salad,Pizza",4155650360,"reservations, takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, hasTV, waiterService",94110,3560 18th street
1464,Bob’s Steak &amp; Chop House," Steakhouses,Seafood",4152733088,"reservations, delivery, takeout, creditCard, goodForGroups, waiterService",94104,500 California street
1465,RN74," Wine Bars,American (New),Venues & Event Spaces",4155437474,"reservations, creditCard, bikeParking, goodForGroups, hasTV, waiterService",94105,301 Mission street
1466,Alcheme Salon, Hair Salons,4152969212,"creditCard, goodForKids",94108,310 Sutter street
1467,Authentic Tattoo, Tattoo,4155251484,,94110,3150 18th Street
1468,James Colgan Union Square," Hair Salons,Makeup Artists",4152600060,"creditCard, goodForKids",94108,166 Geary street
1469,Top Of The Mark," Breakfast & Brunch,Cocktail Bars,Tapas/Small Plates",4153923434,"creditCard, goodForGroups, waiterService",94108,999 California street
1470,Union Street Goldsmith," Jewelry,Appraisal Services,Jewelry Repair",4157768048,"creditCard, bikeParking",94123,2118 Union street
1471,Five &amp; Diamond," Accessories,Men's Clothing,Women's Clothing",4152559747,"creditCard, bikeParking",94110,510 Valencia street
1472,Elite Fine Jewelry," Jewelry,Jewelry Repair",4159319100,"creditCard, bikeParking",94115,2480 Sacramento street
1473,Kipper Clothiers," Women's Clothing,Men's Clothing,Formal Wear",4158904431,"creditCard, bikeParking",94102,78 Gough street
1474,Can Can Cleanse, Juice Bars & Smoothies,4154390035,"takeout, creditCard",94115,2864 California street
1475,Atelier Emmanuel," Hair Salons,Nail Salons,Skin Care",4153628063,"creditCard, applePay, bikeParking",94108,415 Stockton street
1476,North Beach Restaurant, Italian,4158892947,"reservations, takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService",94133,1512 Stockton street
1477,Joseph Cozza Salon," Hair Salons,Waxing,Makeup Artists",4154333030,"creditCard, bikeParking",94108,77 Maiden Ln
1478,Fahrenheit, Blow Dry/Out Services,4156474247,"creditCard, bikeParking, goodForKids",94114,1195 Church street
1479,Invision Optometry," Optometrists,Eyewear & Opticians",4155639003,"creditCard, bikeParking",94115,1907 Fillmore Street
1480,John’s Grill," Steakhouses,Seafood",4159860069,"reservations, takeout, creditCard, goodForGroups, waiterService",94102,63 Ellis street
1481,Secret Agent Salon, Hair Salons,4154405247,"creditCard, bikeParking, goodForKids",94115,2843 California street
1482,The Slanted Door," Vietnamese,Asian Fusion,Bars",4158618032,"reservations, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService",94111,1 Ferry building
1483,Looksie Optometry," Optometrists,Eyewear & Opticians",4159929450,"creditCard, bikeParking",94109,1314 Polk street
1484,Clock Bar," Lounges,Cocktail Bars",4153979222,"creditCard, goodForGroups, hasTV",94102,335 Powell street
1485,Crab House At Pier 39, Seafood,4154342722,"reservations, takeout, creditCard, bikeParking, goodForKids, goodForGroups, waiterService",94133,203 C Pier 39
1486,Kanpai, Lounges,4153941111,"creditCard, bikeParking, goodForGroups",94102,222 Mason street
1487,Ron Pernell Hair Studio," Hair Salons,Cosmetics & Beauty Supply",4157885659,"creditCard, applePay, bikeParking, goodForKids",94102,323 Geary street
1488,Aziza - Temp. CLOSED," Moroccan,Wine Bars,Cocktail Bars",,"reservations, creditCard, goodForGroups, waiterService",94121,5800 Geary boulevard
1489,Elan Hair Salon, Hair Salons,4158729221,"creditCard, applePay, bikeParking, goodForKids",94108,305 Grant avenue
1490,Loved To Death," Antiques,Jewelry,Home Decor",4155511036,"creditCard, bikeParking",94117,1681 Haight street
1491,Joseph Cozza Salon, Hair Salons,4156333933,"creditCard, bikeParking",94103,747 Market street
1492,ANZU Restaurant &amp; Bar," Sushi Bars,Asian Fusion",4153941100,"reservations, creditCard, goodForGroups, hasTV, waiterService",94102,222 Mason street
1493,Allen Fu Hair Studio, Hair Stylists,4158729777,"creditCard, bikeParking, goodForKids",94108,305 Grant avenue
1494,Amy Lawson - Makeup &amp; Hair," Makeup Artists,Hair Stylists",4156768893,goodForKids,94115,
1495,Ristobar," Italian,Pizza,Bars",4159236464,"reservations, takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, hasTV, waiterService",94123,2300 Chestnut street
1496,Tonga Room &amp; Hurricane Bar, Asian Fusion,4157725278,"reservations, creditCard, goodForGroups, waiterService",94108,950 Mason street
1497,Citrine Salon," Hair Salons,Skin Care,Nail Salons",4153591840,"creditCard, bikeParking, goodForKids",94115,1724 Fillmore street
1498,Christopher Elbow Artisanal Chocolate," Desserts,Chocolatiers & Shops",4153551105,"takeout, creditCard, applePay, bikeParking",94102,401 Hayes street
1499,On The Run, Shoe Stores,4156822042,"creditCard, bikeParking",94122,1310 9th avenue
1500,Hair Collective," Hair Extensions,Makeup Artists",4154344142,"creditCard, bikeParking",94108,11 Tillman Pl
1501,Psoas Massage + Bodywork," Massage Therapy,Rolfing",4152270331,creditCard,94107,333 3rd street
1502,One Market Restaurant, American (New),4157775577,"reservations, creditCard, applePay, bikeParking, goodForGroups, hasTV, waiterService",94105,1 Market street
1503,Lauren Mae Haggard, Hair Extensions,9252008197,"creditCard, bikeParking, goodForKids",94111,520 Montgomery street
1504,Le Central, French,4153912233,"reservations, takeout, creditCard, goodForGroups, waiterService",94108,453 Bush street
1505,Gib Bolton - Penthouse 1606," Blow Dry/Out Services,Hair Stylists,Cosmetics & Beauty Supply",4153360947,creditCard,94108,166 Geary street
1506,Amy Kuschel Bride, Bridal,4159565657,"creditCard, bikeParking",94108,23 Grant avenue
1507,John Panelli Hair, Hair Salons,4158242309,,94107,1440 Kansas street
1508,In Situ, Seafood,4159416050,"reservations, creditCard, bikeParking, goodForGroups, waiterService, caters",,
1509,Waxman’s Restaurant," American (New),Italian,Bars",4156369700,"reservations, takeout, creditCard, goodForKids, goodForGroups, outdoorSeating, hasTV, waiterService, caters",94109,900 N Point street
1510,JINZA Couture Bridal, Bridal,4153511588,"creditCard, bikeParking",94123,1933 Union street
1511,M A C Modern Appealing Clothing," Men's Clothing,Women's Clothing",4158633011,"creditCard, bikeParking",94102,387 Grove street
1512,MKT Restaurant and Bar," American (New),Tapas/Small Plates",4156333838,"reservations, creditCard, bikeParking, goodForGroups, hasTV, waiterService, caters",94103,757 Market street
1513,Maxfield’s Pied Piper Bar," Lounges,American (Traditional)",4155121111,"reservations, creditCard, goodForGroups, hasTV, waiterService",94102,2 New Montgomery street
1514,Bambiana for Long Hair," Makeup Artists,Hair Stylists",,"creditCard, bikeParking",94109,798 Sutter street
1515,Addison Salon, Hair Salons,4159319513,"creditCard, bikeParking, goodForKids",94115,2321 Pine street
1516,Cowboys &amp; Angels, Hair Salons,4153628516,"creditCard, bikeParking",94102,207 Powell street
1517,ZGO, Home Decor,4156926511,"creditCard, applePay, bikeParking",94114,600 Castro street
1518,Salon Darya," Day Spas,Hair Salons,Skin Care",4159860177,"creditCard, bikeParking, goodForKids",94108,166 Geary street
1519,Studio C Skincare, Skin Care,4158233209,"creditCard, bikeParking",94123,2159 Union street
1520,diPietro Todd Salon - Pacific Heights, Hair Salons,4156744366,creditCard,94115,2239 Fillmore street
1521,MaduSalon," Hair Salons,Hair Removal",4156264782,"creditCard, bikeParking, goodForKids",94117,300 Divisadero street
1522,Redwood Room, Lounges,4159292372,"reservations, creditCard, goodForGroups",94102,495 Geary street
1523,The Garden Court," Tea Rooms,Breakfast & Brunch,Lounges",4155121111,"reservations, creditCard, goodForKids, goodForGroups, waiterService",94105,2 New Montgomery street
1524,Jin Wang, Bridal,4153979111,"creditCard, bikeParking",94108,300 Grant avenue
1525,B44 Catalan Bistro," Spanish,Catalan,Cocktail Bars",4159866287,"reservations, takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, hasTV, waiterService",94104,44 Belden Pl
1526,EPIC Steak," Steakhouses,Seafood,American (New)",4153699955,"reservations, takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, hasTV, waiterService",94105,369 The Embarcadero
1527,Proper Suit," Formal Wear,Men's Clothing,Bespoke Clothing",8722289910,"creditCard, bikeParking",94111,686 Sacramento street
1528,Groove Salon, Hair Salons,4159759900,"creditCard, applePay, bikeParking",94105,215 Fremont street
1529,Johnson Leather, Leather Goods,8007307722,"creditCard, bikeParking",94109,1833 Polk street
1530,Hotel Drisco, Hotels,4153462880,creditCard,94115,2901 Pacific avenue
1531,Tosca Cafe," Italian,Wine Bars",4159869651,"reservations, creditCard, goodForGroups, waiterService",94133,242 Columbus avenue
1532,Shannon Archuleta Tattoo, Tattoo,4153369406,"creditCard, bikeParking",94110,3150 18th street
1533,Joui Turandot, Personal Shopping,4157354527,"creditCard, applePay, bikeParking",,
1534,Heaven Qi &amp; Earth," Acupuncture,Massage,Naturopathic/Holistic",4154405070,"creditCard, bikeParking",94123,2906 Lyon street
1535,Barrow Salon, Hair Salons,4157320356,"creditCard, bikeParking",94108,256 Sutter street
1536,Franciscan Crab Restaurant, Seafood,4153627733,"reservations, takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, waiterService",94133,Pier 43 1/2
1537,For Your Eyes Only Optometry," Optometrists,Eyewear & Opticians",4156260858,"creditCard, bikeParking",94114,552 Castro street
1538,Zindagi Salon, Hair Salons,4159899463,"creditCard, bikeParking",94108,55 Grant avenue
1539,Hair By Eva, Hair Stylists,4153501761,"creditCard, goodForKids",94108,133 Kearny street
1540,Salon A7, Hair Salons,4156032877,"creditCard, bikeParking, goodForKids",94133,463 Union street
1541,Eyedare Optometric," Optometrists,Eyewear & Opticians",4152410240,"creditCard, bikeParking",94103,3199 16th street
1542,Robert James Color, Hair Salons,4154470773,creditCard,94108,315 Sutter street
1543,The Brooklyn Circus," Men's Clothing,Accessories,Sports Wear",4153591999,"creditCard, bikeParking",94115,1521 Fillmore street
1544,Alfred’s Steakhouse," Steakhouses,Bars,Desserts",4157817058,"reservations, takeout, creditCard, goodForGroups, hasTV, waiterService",94111,659 Merchant street
1545,The Glamourist, Makeup Artists,4158605872,creditCard,94107,1301 Indiana street
1546,J Hair Studio, Hair Salons,4155633514,"creditCard, bikeParking",94123,2064 Union street
1547,GSQUARED A SOMA Hair Studio, Hair Salons,4158614247,creditCard,94103,360 6th street
1548,SF Aesthetics and Laser Center," Skin Care,Laser Hair Removal,Medical Spas",4158852737,"creditCard, bikeParking",94123,1818 Lombard street
1549,Atelier Des Modistes," Bridal,Formal Wear",4157750545,"creditCard, bikeParking",94109,1903 Hyde street
1550,Tattoo City, Tattoo,4153459437,"creditCard, bikeParking",94105,700 Lombard street
1551,Hayes Street Grill, Seafood,4158635545,"reservations, creditCard, goodForGroups, waiterService",94102,320 Hayes street
1552,Mom’s the Word," Women's Clothing,Maternity Wear",4154418261,"creditCard, bikeParking",94118,3385 Sacramento street
1553,The Perennial, American (New),4155007788,"reservations, takeout, creditCard, bikeParking, goodForGroups, waiterService",94103,59 9th street
1554,Studio 323," Hair Stylists,Hair Extensions",4157770999,"creditCard, bikeParking",94108,323 Geary street
1555,The Starlight Room, Lounges,4153958595,"reservations, creditCard, goodForGroups",94102,450 Powell street
1556,Citi Shoes," Shoe Stores,Accessories",4156656112,"creditCard, bikeParking",94122,751 Irving street
1557,Michael Daigian Design," Florists,Party & Event Planning",4158217710,"delivery, creditCard, bikeParking",94124,3450 3rd street
1558,Cinta Salon," Blow Dry/Out Services,Hair Stylists",6284005890,"creditCard, bikeParking",94108,23 Grant avenue
1559,Sui Generis Consignment - Mens," Men's Clothing,Used, Vintage & Consignment,Formal Wear",4154372231,"creditCard, bikeParking",94114,2231 Market street
1560,Fresh," Cosmetics & Beauty Supply,Skin Care",4152480210,"creditCard, applePay, bikeParking",94108,301 Sutter street
1561,Clifford Style," Makeup Artists,Blow Dry/Out Services,Hair Stylists",4158749257,"creditCard, bikeParking",94109,1538 Pacific avenue
1562,Arty, Hair Salons,4159314405,"creditCard, bikeParking, goodForKids",94115,1680 Post street
1563,Napa Valley Winery Exchange," Beer, Wine & Spirits,Specialty Food,Flowers & Gifts",4157712887,"creditCard, bikeParking",94102,415 Taylor street
1564,Strong Body Love," Massage,Naturopathic/Holistic,Nutritionists",7733989372,creditCard,94114,557 Waller street
1565,Revolver," Men's Clothing,Women's Clothing",4157951748,"creditCard, bikeParking",94117,136 Fillmore street
1566,Dijital Fix, Electronics,4156662256,"creditCard, applePay, bikeParking",94110,820 Valencia street
1567,Salon KaoVey, Hair Salons,4158064893,creditCard,94104,660 Market street
1568,Level III Restaurant," Lounges,American (New)",4159292087,"reservations, creditCard, bikeParking, goodForGroups, waiterService",94102,515 Mason Street
1569,Jesse James Enterprises, Jewelry,4152550789,"creditCard, bikeParking",94103,868 Brannan street
1570,Acrimony," Women's Clothing,Men's Clothing,Accessories",4158611025,"creditCard, bikeParking",94102,333 Hayes street
1571,Marrakech Moroccan Restaurant," Moroccan,Hookah Bars",4157766717,"reservations, takeout, creditCard, goodForGroups, waiterService, caters",94102,419 O&#39;Farrell street
1572,Kim Pfabe’s Sugarcane, Skin Care,4157481869,"creditCard, bikeParking",94103,14 10th street
1573,Timbuk2," Luggage,Accessories,Customized Merchandise",4152529860,"creditCard, bikeParking",94102,506 Hayes street
1574,Music Together of San Francisco, Musical Instruments & Teachers,4155960299,"creditCard, bikeParking",94110,
1575,Schein &amp; Schein," Home Decor,Antiques,Art Galleries",4153998882,creditCard,94133,1435 Grant avenue
1576,Paxton Gate’s Curiosities For Kids, Toy Stores,4152529990,"creditCard, bikeParking",94110,766 Valencia street
1577,Waterlily Pond," Florists,Bridal",4153774435,creditCard,94110,1501 Cortland avenue
1578,Floramor Studios," Florists,Event Planning & Services",4159752020,"delivery, creditCard",94124,2200 Jerrold avenue
1579,iBrow Vixen Permanent Cosmetics Center," Permanent Makeup,Eyelash Service",6282320574,"creditCard, bikeParking",94115,1445 Fillmore street
1580,Laku," Women's Clothing,Accessories",4156951462,"creditCard, bikeParking",94110,1069 Valencia street
1581,Diptyque Paris, Cosmetics & Beauty Supply,4154020600,creditCard,94108,73 Geary street
1582,Sam’s Grill &amp; Seafood Restaurant, Seafood,4154210594,"reservations, creditCard, bikeParking, goodForGroups, waiterService",94104,374 Bush street
1583,The Commissary," Spanish,American (New),Beer, Wine & Spirits",4155613600,"reservations, takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService",94129,101 Montgomery street
1584,Population Salon - Mission, Hair Salons,4154407677,"creditCard, bikeParking",94103,498 14th street
1585,Mabuhay Kids - Clothes and Toys for Girls and Boys," Toy Stores,Children's Clothing",4159700369,creditCard,94114,1195 Church street
1586,SFMOMA Museum Store," Bookstores,Cards & Stationery",4153574000,"creditCard, bikeParking",94103,151 3rd street
1587,Poco Dolce Chocolates," Chocolatiers & Shops,Candy Stores",4152551443,"takeout, creditCard, bikeParking",94107,2421 3rd street
1588,MASH Transit, Bikes,4154486611,"creditCard, bikeParking",94114,284 Sanchez street
1589,Grasshopper Hair Salon, Hair Salons,4154950424,"creditCard, bikeParking",94107,28 S Park street
1590,Tsunami Mission Bay," Japanese,Sushi Bars",4152840111,"reservations, takeout, creditCard, applePay, bikeParking, goodForGroups, hasTV, waiterService",94158,301 King street
1591,Goldberry Jewelers," Jewelry,Bridal",4159214389,"creditCard, bikeParking",94118,3516 Sacramento street
1592,Trabert Goldsmiths, Jewelry,4155678887,"creditCard, bikeParking",94115,2420 Fillmore street
1593,Wild Feather," Women's Clothing,Accessories,Jewelry",4157862614,creditCard,94117,597 Haight street
1594,Omni San Francisco, Hotels,4156779494,creditCard,94104,500 California street
1595,Minamoto Kitchoan, Desserts,4159891645,"takeout, creditCard, bikeParking",94104,648 Market street
1596,Chandler Fine Art &amp; Framing," Art Galleries,Framing",4155461113,"creditCard, bikeParking",94105,170 Minna street
1597,Tailors’ Keep," Bespoke Clothing,Men's Clothing,Sewing & Alterations",4158569736,"creditCard, applePay, bikeParking",94111,618 Washington street
1598,Urban Mercantile," Cards & Stationery,Home Decor,Gift Shops",4156436372,"creditCard, bikeParking",94117,85 Carl street
1599,Keith James Salon, Hair Salons,4154459500,,94102,870 Market street
1600,Peace Industry," Home Decor,Carpeting,Rugs",4152559940,creditCard,,
1601,Bell’occhio, Gift Shops,4158644048,creditCard,94103,10 Brady street
1602,MN Studio, Eyelash Service,4154244765,"creditCard, bikeParking",94123,2155 Union street
1603,Patrick Richards Salon, Hair Salons,4159224247,goodForKids,94118,3631 Sacramento street
1604,Zingari Ristorante + Jazz Bar," Italian,Cocktail Bars,Jazz & Blues",4158858850,"reservations, delivery, takeout, creditCard, bikeParking, goodForGroups, hasTV, waiterService, caters",94102,501 Post street
1605,Benihana, Japanese,4155634844,"reservations, takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, waiterService",94115,1737 Post street
1606,Anthem," Home Decor,Furniture Stores,Interior Design",4154406500,creditCard,94115,3274 Sacramento Street
1607,Loop Flowers &amp; Event Arts, Florists,4155178725,delivery,94107,185 Arkansas street
1608,MAAS &amp; Stacks, Men's Clothing,4156785629,"creditCard, bikeParking",94114,2128 Market street
1609,International Orange Spa," Day Spas,Yoga",4155635000,"creditCard, bikeParking",94115,2044 Fillmore street
1610,Waterfield Designs, Luggage,4155528572,"creditCard, applePay, bikeParking",94107,2325 3rd street
1611,Lava 9," Jewelry,Women's Clothing,Accessories",4155526468,creditCard,94102,542 Hayes street
1612,Tania Goulart, Hair Salons,4159899463,creditCard,94108,55 Grant street
1613,Chrome Industries," Sports Wear,Men's Clothing,Women's Clothing",4158205070,"creditCard, bikeParking",94107,580 4th street
1614,Lavish," Women's Clothing,Cards & Stationery,Gift Shops",4155650540,"creditCard, applePay, bikeParking",94102,508 Hayes street
1615,Haus Jewelry, Jewelry,4158639667,"creditCard, bikeParking",94103,888 Brannan street
1616,Flora Grubb Gardens, Nurseries & Gardening,4156267256,"creditCard, bikeParking",94124,1634 Jerrold avenue
1617,Nikko Cuts You, Hair Stylists,4158541656,"creditCard, bikeParking, goodForKids",94104,660 Market street
1618,"Heather McFarlin, CMT", Massage,4156375860,creditCard,94123,1863 Union street
1619,Manika Fine Jewelry, Jewelry,4153991990,"creditCard, bikeParking",94105,645 Market street
1620,Taylor Stitch," Men's Clothing,Accessories,Women's Clothing",4156212231,"creditCard, bikeParking",94103,383 Valencia street
1621,Alex Chases Salon, Hair Salons,4153975505,creditCard,94108,166 Geary street
1622,Recchiuti Confections at the Ferry Building," Chocolatiers & Shops,Candy Stores",4158349494,"takeout, creditCard, bikeParking",94111,1 Ferry building
1623,Natalie Bowen Designs, Florists,4159486035,creditCard,94103,1110 Harrison street
1624,Eye Q Optometry, Eyewear & Opticians,4158213937,creditCard,94114,4017 24th street
1625,Spa Radiance," Skin Care,Massage,Laser Hair Removal",4153466281,"creditCard, bikeParking",94123,3011 Fillmore street
1626,Back To the Picture," Art Galleries,Framing",4158262321,"creditCard, bikeParking",94110,934 Valencia street
1627,SKIN Medical Spa," Skin Care,Medical Spas",4154096500,"creditCard, bikeParking",94123,1825 Union street
1628,Nancy Liu Chin Designs," Florists,Wedding Planning",4157570393,creditCard,94107,548 5th street
1629,Go Blush By Tammy Son, Makeup Artists,4089302531,,94123,
1630,Nice N’ Clean," Dry Cleaning & Laundry,Sewing & Alterations",4159297323,creditCard,94109,1774 Sacramento street
1631,Yael Designs, Jewelry,4159899235,"creditCard, bikeParking",94108,49 Geary street
1632,SamHill Salon, Hair Salons,4152992461,"creditCard, bikeParking, goodForKids",94108,166 Geary street
1633,Bauerware Cabinet Hardware, Hardware Stores,4158643886,"creditCard, bikeParking",94114,3886 17th street
1634,Park Couture, Men's Clothing,4158685727,creditCard,94109,
1635,Blink Eyebrows &amp; Cosmetics, Eyebrow Services,4153990789,creditCard,94108,166 Geary street
1636,Lang Antiques," Jewelry,Jewelry Repair",4159822213,"creditCard, bikeParking",94108,309 Sutter street
1637,Moxi," Hair Salons,Waxing",4157751980,"creditCard, bikeParking, goodForKids",94109,2455 Polk street
1638,Nest Maternity," Maternity Wear,Children's Clothing,Women's Clothing",4156733320,"creditCard, bikeParking",94115,1839 Divisadero street
1639,Piedmont Boutique," Costumes,Accessories",4158648075,"creditCard, bikeParking",94117,1452 Haight street
1640,"Usha Rajagopal, MD"," Cosmetic Surgeons,Medical Spas",4153923333,"creditCard, bikeParking",94102,490 Post street
1641,Margaret O’Leary," Women's Clothing,Accessories",4153911010,"creditCard, bikeParking",94108,1 Claude Ln
1642,Lash Tec," Eyelash Service,Waxing",4156628008,"creditCard, bikeParking",94116,1984 Taraval street
1643,Heath Ceramics, Home Decor,4153615552,"creditCard, bikeParking",94110,2900 18th street
1644,Love &amp; Luxe," Jewelry,Art Galleries",4156487781,"creditCard, bikeParking",94110,1169 Valencia street
1645,Harputs," Women's Clothing,Bespoke Clothing",4153922222,"creditCard, bikeParking",94108,109 Geary street
1646,Teuscher Chocolate, Chocolatiers & Shops,4158340850,"takeout, creditCard",94108,307 Sutter street
1647,Cityscape Lounge," Cocktail Bars,Lounges,Beer, Wine & Spirits",4159235002,"creditCard, bikeParking, goodForGroups",94102,333 O&#39;Farrell street
1648,Nordstrom, Department Stores,4152438500,"creditCard, applePay, bikeParking",,
1649,Townsend Showroom, Kitchen & Bath,4157664399,"creditCard, bikeParking",94103,590 Townsend street
1650,Bar 888," Lounges,Cocktail Bars,Wine Bars",4156166565,"reservations, creditCard, bikeParking, goodForGroups, hasTV",94103,888 Howard street
1651,Sephora, Cosmetics & Beauty Supply,4156142704,"creditCard, applePay, bikeParking",94123,2083 Union street
1652,Ngoc Nguyen, Hair Stylists,4156587469,"creditCard, goodForKids",94110,1041 Guerrero street
1653,City Cycle, Bikes,4153462242,"creditCard, bikeParking",94123,3001 Steiner street
1654,JAKE," Women's Clothing,Men's Clothing,Formal Wear",4155277611,"creditCard, applePay, bikeParking",94111,619 Sansome Street
1655,Hair By Dante, Blow Dry/Out Services,4152990140,goodForKids,94108,55 Grant street
1656,Kiehl’s Since 1851," Skin Care,Cosmetics & Beauty Supply",4153599260,"creditCard, bikeParking",94115,1971 Fillmore street
1657,Capricorn Framing," Art Galleries,Framing",4152923390,"creditCard, bikeParking, goodForKids",94118,3232 Geary boulevard
1658,Zwillinger &amp; Co., Jewelry,4153924086,"creditCard, bikeParking",94108,210 Post street
1659,Kika’s Treats, Chocolatiers & Shops,4152822020,,94110,
1660,Dependable Letterpress," Cards & Stationery,Printing Services,Graphic Design",4155030981,creditCard,94107,1192 Illinois street
1661,Smoke &amp; Mirrors, Hair Salons,4152490840,"creditCard, bikeParking",94108,256 Sutter street
1662,Clement Store Passport Photo, Photography Stores & Services,,,94118,637 Clement street
1663,Hi Ho Silver, Jewelry,4157714446,"creditCard, bikeParking",94115,1904 Fillmore street
1664,Maiden Lane Salon &amp; Spa," Hair Salons,Hair Removal,Skin Care",4159812426,"creditCard, goodForKids",94108,126 Post street
1665,Flight 001, Luggage,4154871001,"creditCard, bikeParking",94102,525 Hayes street
1666,Bay Area Cosmetic Dermatology," Dermatologists,Skin Care,Medical Spas",4152926350,"creditCard, applePay",94115,2299 Post street
1667,Curator," Women's Clothing,Jewelry",4159709828,"creditCard, bikeParking",94131,1767 Church street
1668,Grill At the St Regis," American (New),Cocktail Bars,Breakfast & Brunch",4152844188,"reservations, creditCard, bikeParking, goodForGroups, waiterService",94105,125 3rd street
1669,"Angie Pillion, Stylist", Hair Stylists,4152359802,,94108,55 Grant avenue  4th Fl
1670,Jeremiah Collection," Home Decor,Furniture Stores",4156403536,"creditCard, bikeParking",94103,1608 Harrison street
1671,Penthouse Club &amp; Restaurant," Adult Entertainment,Bars,American (Traditional)",4153912800,"reservations, creditCard, goodForGroups, hasTV, waiterService",94133,412 Broadway
1672,Roots Restaurant," American (New),Breakfast & Brunch",4156590349,"reservations, takeout, creditCard, goodForGroups, outdoorSeating, waiterService",94108,466 Bush street
1673,Distractions," Antiques,Used, Vintage & Consignment",4152528751,"creditCard, bikeParking",94117,1552 Haight street
1674,Velvet Room," American (New),Breakfast & Brunch",4159292300,"reservations, creditCard, bikeParking, goodForGroups, waiterService",94102,495 Geary street
1675,Wine Bar &amp; Shop," Wine Bars,Beer, Wine & Spirits",4153910758,"takeout, creditCard, goodForGroups, outdoorSeating",94111,2 Embarcadero Ctr
1676,Salon Mark Carlos," Hair Salons,Nail Salons",,creditCard,94108,11 Tillman Pl
1677,Oso Salon, Hair Salons,4159862755,creditCard,94108,630 Bush street
1678,Pressed Juicery, Juice Bars & Smoothies,4152851414,"takeout, creditCard, bikeParking",94114,3901 24th Street
1679,Gary Witt," Massage,Rolfing",4153856031,creditCard,94103,475 Valencia street
1680,Cable Car Clothiers," Men's Clothing,Barbers",4153974740,"creditCard, applePay, bikeParking",94104,110 Sutter street
1681,diPietro Todd Salon Union Square, Hair Salons,4153970177,creditCard,94108,177 Post street
1682,The Scarlet Huntington, Hotels,4154745400,creditCard,94108,1075 California street
1683,Ebikelane," Bikes,Bike Repair/Maintenance,Bike Rentals",4155801452,"creditCard, applePay, bikeParking, goodForKids",94109,1452 Bush street
