id,title,cuisine,phone,feature,zipcode,street_addr
22,boulevard," american,international",4155436084," reservations, private dining, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94105,1 mission street
23,la taqueria," mexican,latin,fast food, central american,south american",4152857117," takeout, outdoor seating, seating, wheelchair accessible, serves alcohol",94110,2889 mission street
24,fino bar & ristorante, italian,4159282080," seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94109,624 post street
25,house of prime rib," american,steakhouse",4158854605," reservations, private dining, seating, waitstaff, valet parking, highchairs available, wheelchair accessible, serves alcohol, full bar",94109,1906 van ness avenue
26,e tutto qua," seafood,italian,pizza",4159891002," takeout, seating, waitstaff, television, highchairs available, wheelchair accessible, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, accepts discover, reservations",94133,270 columbus avenue
27,zazie," american,european,french",4155645332," reservations, outdoor seating, seating, waitstaff, highchairs available, serves alcohol, wheelchair accessible",94117,941 cole street
28,tadich grill," american,seafood,soups",4153911849," serves alcohol, full bar, private dining, seating, waitstaff, wheelchair accessible, wine and beer, accepts mastercard, accepts visa",94111,240 california street
29,waterbar," seafood,gluten free options",4152849922," parking available, highchairs available, free wifi, reservations, outdoor seating, private dining, seating, waitstaff, street parking, valet parking, wheelchair accessible, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, accepts discover",94105,399 the embarcadero
30,mama's on washington square," american,cafe",4153626421," takeout, seating, waitstaff, highchairs available",94133,1701 stockton street
31,super duper burgers," american,fast food",4155388600," takeout, outdoor seating, seating, wheelchair accessible, serves alcohol",94103,721 market street
32,dottie's true blue cafe," american,cafe",4158852767," takeout, seating, waitstaff, highchairs available, wheelchair accessible, serves alcohol",94103,28 6th street
33,harris' steakhouse," american,steakhouse",4156731888," reservations, private dining, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94109,2100 van ness avenue
34,perbacco," italian,gluten free options",4159550663," reservations, private dining, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94111,230 california street
35,the grove," american,cafe,vegetarian friendly,gluten free options",4159570558," takeout, outdoor seating, seating, waitstaff, highchairs available, wheelchair accessible, serves alcohol",94105,690 mission street financial district
36,za pizza," italian,pizza",4157713100," delivery, takeout, seating, waitstaff, television, serves alcohol, wheelchair accessible",94109,1919 hyde street
37,nob hill cafe," italian,gluten free options",4157766500," takeout, outdoor seating, seating, waitstaff, serves alcohol",94108,1152 taylor street
38,pat's cafe," american,cafe",4157768735," takeout, seating, waitstaff, wheelchair accessible, free wifi",94133,2330 taylor street
39,scoma's," italian, wine bar,american,seafood,gluten free options",4157714383," takeout, parking available, validated parking, valet parking, television, serves alcohol, full bar, free wifi, private dining, seating, waitstaff, free off-street parking, highchairs available, wheelchair accessible, wine and beer, accepts american express, accepts mastercard, accepts visa, digital payments, accepts discover",94133,"1965 al scoma way,pier 47"
40,fog harbor fish house," american,seafood,soups,gluten free options",4154212442," takeout, reservations, seating, waitstaff, highchairs available, wheelchair accessible, serves alcohol, full bar, free wifi",94133,39 pier
41,buena vista cafe," american,irish, bar,cafe,pub,delicatessen",4154745044," seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94109,2765 hyde street fisherman's wharf
42,cliff house," american,seafood,soups",4153863330," reservations, private dining, seating, waitstaff, parking available, highchairs available, wheelchair accessible, serves alcohol, full bar",94121,1090 point lobos avenue
43,the house," asian,fusion",4159868612," reservations, seating, waitstaff, wheelchair accessible, serves alcohol",94133,1230 grant avenue
44,sam's diner," american, diner,gluten free options",4156268590," takeout, seating, waitstaff, television, highchairs available, wheelchair accessible, serves alcohol, wine and beer, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94102,1220 market street
45,hakkasan san francisco," chinese,asian",4158298148," reservations, private dining, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94108,1 kearny street
46,epic steak," american,steakhouse,gluten free options",4153699955," reservations, private dining, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar, outdoor seating",94105,369 the embarcadero
47,joanie's happy days diner," american,cafe, diner",4159284343," takeout, outdoor seating, seating, waitstaff, highchairs available, wheelchair accessible",94133,1329 columbus avenue
48,la mar cebicheria peruana," peruvian,latin,seafood,south american",4153978880," reservations, outdoor seating, seating, waitstaff, wheelchair accessible, serves alcohol, full bar, free wifi",94111,pier 1.5 embarcadero
49,amber," indian,gluten free options",4157770500," takeout, reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar, buffet",94103,25 yerba buena ln
50,mo's grill," american, diner",4157883779," takeout, seating, waitstaff, television, wheelchair accessible, serves alcohol",94133,1322 grant avenue
51,state bird provisions, american,4157951272," reservations, seating, waitstaff, wheelchair accessible, serves alcohol",94115,1529 fillmore street
52,ryoko restaurant & bar," japanese,sushi,asian",4157751028," takeout, seating, waitstaff, serves alcohol, full bar",94102,619 taylor street
53,sanraku japanese restaurant," japanese,sushi,asian,gluten free options",4157710803," takeout, reservations, seating, waitstaff, wheelchair accessible, serves alcohol",94109,704 sutter street
54,city view restaurant," chinese,asian",4153982838," takeout, seating, waitstaff, wheelchair accessible, serves alcohol, reservations, highchairs available",94111,662 commercial street
55,slanted door," asian,vietnamese",4158618032," takeout, reservations, outdoor seating, private dining, seating, waitstaff, highchairs available, wheelchair accessible, serves alcohol, full bar",94111,1 ferry building ste 3
56,tommy's joynt," american, bar,delicatessen,pub",4157754216," takeout, seating, waitstaff, television, wheelchair accessible, serves alcohol, full bar",94109,1101 geary boulevard
57,yank sing - stevenson st.," chinese,asian",4155414949," takeout, reservations, seating, waitstaff, highchairs available, wheelchair accessible, serves alcohol",94105,49 stevenson street
58,mourad," moroccan,mediterranean,gluten free options",4156602500," reservations, private dining, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94105,140 new montgomery street
59,liholiho yacht club," asian,hawaiian,gluten free options",4154405446," reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94109,871 sutter street
60,yank sing - rincon center," chinese,asian,gluten free options",4157811111," takeout, reservations, seating, waitstaff, parking available, validated parking, highchairs available, wheelchair accessible, serves alcohol, full bar",94105,101 spear street one rincon ctr
61,honey honey cafe & crepery," american,cafe",4153512423," takeout, seating, highchairs available, wheelchair accessible, serves alcohol, free wifi",94102,597 post street
62,carmel pizza company," italian,pizza",4156761185," takeout, outdoor seating, seating, wheelchair accessible, serves alcohol, wine and beer, accepts american express, accepts mastercard, accepts visa, accepts discover",94133,2826 jones street
63,greens restaurant," american,vegetarian friendly,gluten free options",4157716222," takeout, reservations, private dining, seating, waitstaff, parking available, wheelchair accessible, serves alcohol, full bar",94123,2 marina boulevard building a
64,golden boy pizza," italian,pizza,fast food",4159829738," takeout, seating, television, serves alcohol",94133,542 green street
65,original joe's," italian,american",4157754877," takeout, reservations, private dining, seating, waitstaff, valet parking, television, wheelchair accessible, serves alcohol, full bar, free wifi, highchairs available",94133,601 union street
66,gott's roadside," american,fast food",4153183423," takeout, outdoor seating, seating, wheelchair accessible, serves alcohol",94111,"1 ferry building,space #6"
67,e&o; kitchen and bar," asian,thai,vegetarian friendly,gluten free options",4156930303," delivery, takeout, seating, waitstaff, street parking, television, wheelchair accessible, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, reservations, private dining",94108,314 sutter street
68,zuni cafe," american, contemporary,fusion",4155522522," reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94102,1658 market street
69,jeanne d'arc, french,4154213154," reservations, seating, waitstaff, serves alcohol",94108,715 bush street
70,darren's cafe," american,cafe,asian,vietnamese",4156733345," takeout, seating, waitstaff, wheelchair accessible, highchairs available",94133,2731 taylor street
71,park tavern," american, bar",4159897300," reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar, outdoor seating, valet parking",94133,1652 stockton street
72,colibri mexican bistro," mexican,latin,gluten free options",4154402737," seating, waitstaff, serves alcohol, full bar, takeout, reservations, wheelchair accessible",94102,438 geary street
73,foreign cinema, american,4156487600," reservations, outdoor seating, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94110,2534 mission street
74,le colonial," asian,vietnamese, contemporary,vegetarian friendly",4159313600," waitstaff, validated parking, valet parking, wheelchair accessible, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover, reservations, outdoor seating, private dining, seating",94109,20 cosmo pl
75,trattoria contadina, italian,4159825728," reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94133,1800 mason street
76,hillstone," american, bar,pub",4153929280," television, serves alcohol, reservations, outdoor seating, seating, waitstaff, wheelchair accessible, full bar, accepts american express, accepts mastercard, accepts visa",94111,1800 montgomery street between francisco street & the embarcadero
77,bistro boudin," american,seafood,soups",4153515561," takeout, reservations, outdoor seating, seating, waitstaff, highchairs available, wheelchair accessible, serves alcohol, full bar",94133,160 jefferson street second floor
78,lolinda," latin,argentinean",4155506970," seating, waitstaff, wheelchair accessible, serves alcohol, full bar, wine and beer, accepts american express, accepts mastercard, accepts visa, accepts discover, reservations",94110,2518 mission street
79,sears fine foods," american,soups",4159861160," takeout, seating, waitstaff, highchairs available, wheelchair accessible, serves alcohol, full bar, free wifi",94102,439 powell street
80,coqueta," mediterranean,spanish",4157048866," reservations, outdoor seating, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",,"the embarcadero, pier 5"
81,farallon," american,seafood, contemporary",4159566969," reservations, private dining, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94102,450 post street
82,pinecrest diner," american, diner",4158856407," takeout, seating, waitstaff, highchairs available, wheelchair accessible, serves alcohol",94102,401 geary street
83,ristorante milano, italian,4156732961," reservations, seating, waitstaff, wheelchair accessible, serves alcohol",94109,1448 pacific avenue
84,eno wine bar, wine bar,4156785321," seating, waitstaff, wheelchair accessible, serves alcohol",94102,320 geary street
85,trestle, american,4157230922," reservations, seating, waitstaff, wheelchair accessible, serves alcohol",94133,531 jackson street
86,franciscan crab restaurant," american,seafood,soups",4153627733," takeout, reservations, outdoor seating, seating, waitstaff, highchairs available, wheelchair accessible, serves alcohol, full bar",94133,"pier 43 1/2 fisherman's whalf,fishermans wharf"
87,pier market," american,seafood,soups,gluten free options",4159897437," takeout, reservations, outdoor seating, seating, waitstaff, highchairs available, wheelchair accessible, serves alcohol, full bar, free wifi",94133,39 piier #103
88,johnny foley's," american,irish, bar,pub",4159540777," reservations, seating, waitstaff, television, wheelchair accessible, serves alcohol, full bar",94102,243 o'farrell street
89,the stinking rose," italian,american",4157817673," takeout, reservations, seating, waitstaff, highchairs available, wheelchair accessible, serves alcohol, full bar",94133,325 columbus avenue
90,gracias madre," mexican,latin,vegetarian friendly,vegan options,gluten free options",4156831346," takeout, reservations, outdoor seating, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94110,2211 mission street
91,top of the mark," american, bar",," seating, waitstaff, parking available, valet parking, wheelchair accessible, serves alcohol, full bar",94108,"intercontinental mark hopkins, floor 19,999 california street"
92,uncle vito's pizzeria," italian,pizza",4153915008," delivery, takeout, seating, waitstaff, highchairs available, serves alcohol",94108,700 bush street
93,dosa on fillmore," indian,healthy,vegetarian friendly,vegan options,gluten free options",4154413672," serves alcohol, full bar, reservations, seating, waitstaff, accepts american express, accepts mastercard, accepts visa, accepts discover, takeout, wheelchair accessible",94115,1700 fillmore street
94,ozumo," japanese,sushi,asian,gluten free options",4158821333," reservations, private dining, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94105,161 steuart street
95,crab house," american,seafood,soups",4154342722," parking available, validated parking, takeout, reservations, seating, waitstaff, highchairs available, wheelchair accessible, serves alcohol, full bar",94133,203 c pier 39
96,roam artisan burgers," american,gluten free options",4154407626," takeout, seating, television, wheelchair accessible, serves alcohol",94123,1785 union street
97,scala's bistro," italian,american,european,gluten free options",4153958555," takeout, reservations, seating, waitstaff, highchairs available, wheelchair accessible, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, accepts discover",94102,432 powell street
98,the old siam thai restaurant," asian,thai",4158855144," takeout, reservations, seating, waitstaff, wheelchair accessible, serves alcohol",94102,201 ellis street ca 94102
99,swan oyster depot," american,seafood,soups",4156731101," takeout, waitstaff, serves alcohol",94109,1517 polk street
100,quince,,4157758500," waitstaff, parking available, valet parking, wheelchair accessible, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, accepts discover, reservations, private dining, seating",94133,470 pacific avenue
101,house of nanking," chinese,asian",4154211429," takeout, seating, waitstaff, serves alcohol",94133,919 kearny street
102,morton's - the steakhouse," american,steakhouse",4159865830," reservations, private dining, seating, waitstaff, television, wheelchair accessible, serves alcohol, full bar",94102,400 post street
103,roxanne cafe," american,cafe",4159895555," takeout, reservations, seating, waitstaff, serves alcohol, highchairs available",94108,570 powell street
104,blue mermaid restaurant & bar," american, bar,seafood,soups,gluten free options",4153455526," highchairs available, takeout, reservations, outdoor seating, seating, waitstaff, television, wheelchair accessible, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,471 jefferson street
105,ike's place," american,fast food",4155536888," takeout, wheelchair accessible",94114,3489 16th street
106,wayfare tavern," american, bar",4157729060," takeout, reservations, private dining, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94111,558 sacramento street
107,hunan home's restaurant," chinese,asian",4159822844," takeout, reservations, seating, waitstaff, wheelchair accessible, serves alcohol, delivery",94133,622 jackson street
108,bubba gump shrimp co. restaurant & market," american,seafood,soups",4157814867," takeout, reservations, seating, waitstaff, television, highchairs available, wheelchair accessible, serves alcohol, full bar, free wifi",94133,39 pier ste m210
109,north beach restaurant, italian,4153921700," reservations, private dining, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94133,1512 stockton street
110,tommaso's restaurant," italian,pizza",4153989696," highchairs available, takeout, seating, waitstaff, serves alcohol, wine and beer, accepts american express, accepts mastercard, accepts visa, accepts discover",94133,1042 kearny street
111,firenze by night, italian,4153928485," reservations, seating, waitstaff, serves alcohol, full bar, wheelchair accessible",94133,1429 stockton street
112,pier 23 cafe," american, bar,seafood,soups",4153625125," reservations, outdoor seating, seating, waitstaff, television, wheelchair accessible, serves alcohol, full bar, takeout",94111,1690 the embarcadero
113,campton place restaurant," indian,gluten free options",4159555555," reservations, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94108,340 stockton street
114,akiko's sushi bar and restaurant," japanese,sushi,asian",4159898218," takeout, reservations, seating, waitstaff, serves alcohol",94102,542a mason street
115,mccormick & kuleto's," american,seafood,soups,gluten free options",4159291730," reservations, private dining, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94109,900 n point street
116,daily grill," contemporary,american, bar, grill,gluten free options",4156165000," reservations, seating, waitstaff, television, wheelchair accessible, serves alcohol, full bar, free wifi, highchairs available",94102,347 geary street
117,frances, american,4156213870," reservations, seating, waitstaff, wheelchair accessible, serves alcohol",94114,3870 17th street 17th and pond street  near market and castro
118,off the grid," fast food,international",4157796684," takeout, outdoor seating, wheelchair accessible, serves alcohol",,fort mason center parking lot buchanan street & marina boulevard
119,ihop," american, diner",4158370221," takeout, seating, waitstaff, highchairs available, wheelchair accessible, free wifi",94133,200 beach street
120,cotogna," italian,gluten free options",4157758508," reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94133,490 pacific avenue
121,la ciccia," italian,mediterranean,seafood",4155508114," reservations, seating, waitstaff, serves alcohol",94131,291 30th street
122,pescatore," italian,gluten free options",4155611111," takeout, seating, waitstaff, television, highchairs available, wheelchair accessible, serves alcohol, full bar, wine and beer, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover, reservations",94133,2455 mason street
123,cafe claude, french,4153923505," takeout, outdoor seating, seating, waitstaff, serves alcohol, full bar, wine and beer, accepts american express, accepts mastercard, accepts visa, digital payments, free wifi, accepts discover, reservations",94108,"7 claude ln,ste 8"
124,calzone's," italian,pizza, contemporary",4153973600," takeout, reservations, outdoor seating, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94133,430 columbus avenue
125,burger bar," american, bar,gluten free options",4152964272," reservations, takeout, seating, waitstaff, television, highchairs available, wheelchair accessible, serves alcohol, full bar, wine and beer, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94102,251 geary street 6th floor macy's
126,hops and hominy, american,4153736341," outdoor seating, reservations, seating, waitstaff, street parking, television, wheelchair accessible, serves alcohol, full bar, wine and beer, accepts american express, accepts mastercard, accepts visa, accepts discover, highchairs available",94108,1 tillman pl
127,l'ardoise bistro," french,european",4154372600," seating, waitstaff, serves alcohol, wine and beer, accepts american express, accepts mastercard, accepts visa, accepts discover, reservations",94114,151 noe street
128,cesario's, italian,4154419898," takeout, reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94102,601 sutter street
129,vanessa of casa flores," italian,middle eastern,persian,international,gluten free options",4084756895," reservations, seating, wheelchair accessible, serves alcohol, accepts american express, accepts mastercard, accepts visa, digital payments, free wifi, accepts discover",94109,
130,frascati," italian,american",4159281406," reservations, seating, waitstaff, serves alcohol, full bar",94109,1901 hyde street
131,venticello ristorante, italian,4159222545," reservations, seating, waitstaff, serves alcohol, full bar",94108,1257 taylor street
132,r & g lounge," chinese,seafood,asian,soups",4159827877," takeout, private dining, seating, waitstaff, serves alcohol, full bar",94108,631 kearny street
133,ristorante ideale, italian,4153914129," reservations, seating, waitstaff, serves alcohol, wheelchair accessible, full bar",94133,1315 grant avenue
134,absinthe brasserie & bar," french,american, bar,european, contemporary,gluten free options",4155511590," reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94102,398 hayes street
135,johnny rockets," american,fast food, diner",4156939120," takeout, seating, waitstaff, wheelchair accessible, highchairs available",94133,81 jefferson street
136,john's grill," steakhouse,american,seafood,soups",4159860069," takeout, serves alcohol, full bar, reservations, seating, waitstaff, highchairs available, wine and beer, accepts american express, accepts mastercard, accepts visa, accepts discover",94102,63 ellis street
137,tropisueno," mexican,latin,spanish",4152430299," takeout, reservations, outdoor seating, seating, waitstaff, television, wheelchair accessible, serves alcohol, full bar",94103,75 yerba buena ln
138,butterfly - embarcadero," american,asian,international,gluten free options",4158648999," takeout, reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94114,pier 33 @ bay street
139,cioppino's," italian,seafood,soups",4157759311," takeout, reservations, outdoor seating, seating, waitstaff, television, highchairs available, wheelchair accessible, serves alcohol, full bar, free wifi",94109,400 jefferson street
140,wipeout bar & grill," american, bar,seafood,soups",4159865966," takeout, outdoor seating, seating, waitstaff, television, highchairs available, wheelchair accessible, serves alcohol, full bar, free wifi",94133,pier 39
141,rich table, international,," reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar, wine and beer, accepts american express, accepts mastercard, accepts visa, highchairs available",94102,199 gough street at oak street
142,roka akor," japanese,sushi,asian",," reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar, private dining",94133,801 montgomery street
143,fior d'italia, italian,4159861886," reservations, private dining, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94133,2237 mason street
144,puccini & pinetti," italian,gluten free options",4153925500," takeout, reservations, seating, waitstaff, television, highchairs available, wheelchair accessible, serves alcohol, full bar, free wifi",94102,129 ellis street
145,bouche, french,4159560396," reservations, seating, waitstaff, serves alcohol, full bar, wine and beer, accepts american express, accepts mastercard, accepts visa",94108,603 bush street
146,maru sushi," japanese,sushi,asian,gluten free options",4153939911," takeout, seating, waitstaff, wheelchair accessible, serves alcohol, free wifi, reservations",94108,529 powell street
147,54 mint, italian,4155435100," wheelchair accessible, reservations, seating, waitstaff, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, accepts discover, takeout, outdoor seating, highchairs available",94103,16 mint plaza
148,ristorante franchino, italian,4159822157," seating, waitstaff, wheelchair accessible, serves alcohol",94133,347 columbus avenue
149,super duper burgers," american,fast food",4159316258," takeout, seating, wheelchair accessible, serves alcohol",94123,2200 chestnut street
150,albona ristorante istriano," italian,mediterranean,seafood,european, central european",4154411040," reservations, seating, waitstaff, serves alcohol",94133,545 francisco street
151,mikkeller bar," american, bar,pub",4159840279," seating, waitstaff, wheelchair accessible, serves alcohol, full bar, free wifi",94102,34 mason street
152,the view launge," american, bar",4154426003," seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94103,780 mission street the view lounge at 39st street
153,jardiniere, french,4158615555," seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar, free wifi, reservations, private dining",94102,300 grove street
154,in-n-out burger," american,fast food",8007861000," takeout, seating, highchairs available, wheelchair accessible",94133,333 jefferson street
155,kitchen story," american,asian,fusion,gluten free options",4155254905," takeout, reservations, seating, waitstaff, wheelchair accessible, serves alcohol, outdoor seating, highchairs available",94114,3499 16th street
156,cafe mason," italian,american,cafe, contemporary",4155440320," takeout, seating, waitstaff, highchairs available, wheelchair accessible, serves alcohol, reservations",94102,320 mason street
157,a16," italian,pizza, wine bar",4157712216," reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar, takeout",94123,2355 chestnut street
158,pacific cafe," american,seafood",4153877091," seating, waitstaff, street parking, serves alcohol, wine and beer, accepts american express, accepts mastercard, accepts visa, accepts discover, parking available, highchairs available, wheelchair accessible",94121,7000 geary boulevard
159,21st amendment," american, bar,pub, contemporary",4153690900," takeout, seating, waitstaff, television, wheelchair accessible, serves alcohol, full bar, free wifi",94107,563 second street
160,curry leaf restaurant," indian,asian,pakistani,vegetarian friendly",4154404293," takeout, seating",94133,943 columbus avenue
161,bourbon and branch,,4153461735," reservations, seating, waitstaff, serves alcohol, full bar",94102,"501 jones street look for the unmarked ""anti saloon league"" door."
162,cowgirl creamery sidekick, american,4153924000," takeout, wheelchair accessible",94111,1 ferry plz building 19
163,octavia," american,gluten free options",4154087507," reservations, seating, waitstaff, wheelchair accessible, serves alcohol",94109,1701 octavia street
164,spruce," american,gluten free options",4159315100," reservations, private dining, seating, waitstaff, wheelchair accessible, serves alcohol, full bar, valet parking",94118,3640 sacramento street
165,bix," american,soups, contemporary",4154336300," reservations, seating, waitstaff, valet parking, serves alcohol, full bar, wheelchair accessible",94133,56 gold street
166,last drop tavern," american, bar,pub",4159897131," reservations, seating, waitstaff, television, serves alcohol, full bar",94108,550 powell street
167,lori's diner," american, diner",4159811950," takeout, seating, waitstaff, highchairs available, wheelchair accessible, serves alcohol, free wifi",94102,500 sutter street
168,4505 burgers & bbq," american,barbecue",," takeout, outdoor seating, seating, wheelchair accessible, serves alcohol",94117,705 divisadero street
169,crustacean," seafood,asian",4157762722," reservations, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94109,1475 polk street
170,delarosa," italian,pizza",4156737100," takeout, outdoor seating, seating, waitstaff, serves alcohol, full bar, reservations, wheelchair accessible",,2175 chestnut street
171,the eagle cafe, seafood,4154333689," outdoor seating, seating, waitstaff, wheelchair accessible, serves alcohol, full bar, reservations, highchairs available",94133,"39 pier,ste 201"
172,chowders," american,seafood,fast food,soups",4153914737," takeout, outdoor seating, seating, wheelchair accessible, serves alcohol",94133,"39 pier,fishermans' wharf area"
173,don pisto's," mexican,latin,spanish",4153950939," reservations, seating, waitstaff, serves alcohol, wheelchair accessible",94133,510 union street
174,dojima-ann," japanese,sushi,asian",4159560838," takeout, seating, waitstaff, serves alcohol",94102,219 ofarrell street between powell street & cyril magnin street
175,montesacro pinseria romana enoteca," italian,pizza",4157953040," takeout, reservations, seating, waitstaff, wheelchair accessible, serves alcohol",94103,510 stevenson street
176,beach street grill," american,gluten free options",4158671711," takeout, outdoor seating, seating, waitstaff, highchairs available, wheelchair accessible, serves alcohol",94133,"380 beach street,fishermans wharf"
177,plow," american,cafe,gluten free options",," outdoor seating, seating, waitstaff, takeout, highchairs available",94107,1299 18th street at texas
178,spqr," italian,gluten free options",4157717779," reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94115,1911 fillmore street
179,tad's steakhouse, american,4159821718," takeout, seating, wheelchair accessible, serves alcohol",94102,120 powell street
180,ruth's chris steak house," american,steakhouse",4156730557," reservations, private dining, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94109,1601 van ness avenue
181,oriental pearl restaurant," chinese,asian",4154331817," takeout, reservations, seating, waitstaff, serves alcohol, full bar",94108,760 clay street
182,caffe trieste, cafe,4159822605," takeout, seating, wheelchair accessible",94133,609 vallejo street
183,big 4, american,4157711140," takeout, seating, wheelchair accessible, full bar, reservations, waitstaff, street parking, serves alcohol, accepts american express, accepts mastercard, accepts visa, accepts discover, private dining, validated parking, highchairs available, free wifi",94108,1075 california street scarlet huntington hotel
