id,title,yelpPage,categories,price,rating,mon,tue,wed,thu,fri,sat,sun,addr,phone,takeout,creditCard,applePay,parking,bikeParking,outdoorSeating,wifi,caters,reservations,delivery,goodFor,goodForKids,goodForGroups,attire,ambience,noiseLevel,alcohol,hasTV,waiterService,driveThrough
2281,Morton’s The Steakhouse,https://www.yelp.com/ /biz/mortons-the-steakhouse-san-francisco,Steakhouses,Above $61,3.5 star rating,4:00 pm-11:00 pm,4:00 pm-11:00 pm,4:00 pm-11:00 pm,4:00 pm-11:00 pm,2:00 pm-11:00 pm,2:00 pm-11:00 pm,4:00 pm-10:00 pm,"400 Post St Lower LevelSan Francisco, CA 94102",(415) 986-5830,No,Yes,,Valet,Yes,No,No,No,Yes,No,Dinner,No,Yes,Dressy,Classy,Average,Full Bar,Yes,Yes,
2274,Mister Jiu’s,https://www.yelp.com/ /biz/mister-jius-san-francisco,Chinese,Above $61,4.0 star rating,Closed,5:30 pm-10:30 pm,5:30 pm-10:30 pm,5:30 pm-10:30 pm,5:30 pm-10:30 pm,5:30 pm-10:30 pm,Closed,"28 Waverly PlSan Francisco, CA 94108",(415) 857-9688,No,Yes,No,Street,Yes,No,No,No,Yes,No,Dinner,No,Yes,Casual,Trendy,Average,Full Bar,No,Yes,
899,El Sol Taqueria,https://www.yelp.com/ /biz/el-sol-taqueria-san-francisco,Mexican,Under $10,3.5 star rating,10:00 am-11:00 pm,10:00 am-11:00 pm,10:00 am-11:00 pm,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-11:00 pm,"595 Geary StSan Francisco, CA 94102",(415) 441-0405,Yes,Yes,No,Street,Yes,No,No,No,No,No,"Lunch, Dinner",Yes,No,Casual,Casual,Average,Beer & Wine Only,No,No,
1190,Manna,https://www.yelp.com/ /biz/manna-san-francisco,Korean,$11-30,4.0 star rating,Closed,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,"845 Irving StSan Francisco, CA 94122",(415) 665-5969,Yes,Yes,No,Street,Yes,No,No,No,No,No,"Lunch, Dinner",Yes,No,Casual,Casual,Average,Beer & Wine Only,No,Yes,
998,August 1 Five,https://www.yelp.com/ /biz/august-1-five-san-francisco,"Indian,Cocktail Bars,Salad",$11-30,4.5 star rating,11:30 am-2:30 pm5:00 pm-9:30 pm,11:30 am-2:30 pm5:00 pm-9:30 pm,11:30 am-2:30 pm5:00 pm-9:30 pm,11:30 am-2:30 pm5:00 pm-9:30 pm,11:30 am-2:30 pm5:00 pm-10:30 pm,11:30 am-2:30 pm5:00 pm-10:30 pm,Closed,"524 Van Ness AveSan Francisco, CA 94102",(415) 771-5900,Yes,Yes,No,"Garage, Street",No,No,No,Yes,Yes,No,Dinner,Yes,Yes,Casual,Classy,Average,Full Bar,No,Yes,
33,La Palma Mexicatessen,https://www.yelp.com/ /biz/la-palma-mexicatessen-san-francisco,Mexican,Under $10,4.5 star rating,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-5:00 pm,"2884 24th StSan Francisco, CA 94110",(415) 647-1500,Yes,Yes,No,Street,Yes,Yes,No,Yes,No,No,Lunch,Yes,No,Casual,Casual,Average,No,No,No,
708,Golden Gate Meat Company,https://www.yelp.com/ /biz/golden-gate-meat-company-san-francisco,"Meat Shops,Delis",Under $10,4.0 star rating,6:30 am-7:00 pm,6:30 am-7:00 pm,6:30 am-7:00 pm,6:30 am-7:00 pm,6:30 am-7:00 pm,7:00 am-5:30 pm,11:00 am-5:00 pm,"1 Ferry BldgSan Francisco, CA 94111",(415) 983-7800,Yes,Yes,No,"Street, Validated",Yes,Yes,No,No,No,No,Lunch,Yes,Yes,Casual,Casual,Average,No,No,No,
1013,Ginza Sushi &amp; Sake,https://www.yelp.com/ /biz/ginza-sushi-and-sake-san-francisco,"Sushi Bars,Japanese",$11-30,4.0 star rating,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,"1793 Haight St.San Francisco, CA 94117",(415) 742-0552,Yes,Yes,No,Street,Yes,No,No,No,Yes,Yes,"Lunch, Dinner",Yes,Yes,Casual,"Casual, Trendy",Average,Beer & Wine Only,Yes,Yes,
1348,Bar Agricole,http://www.yelp.com/ /biz/bar-agricole-san-francisco,"Bars,American (New)",$31-60,3.5 star rating,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-11:00 pm,10:00 am-2:00 pm5:00 pm-11:00 pm,10:00 am-2:00 pm5:00 pm-9:00 pm,"355 11th StSan Francisco, CA 94103",(415) 355-9400,No,Yes,No,Street,Yes,Yes,Free,No,Yes,No,Dinner,No,Yes,Casual,Trendy,Average,Full Bar,No,Yes,
1354,Wayfare Tavern,http://www.yelp.com/ /biz/wayfare-tavern-san-francisco-2,American (Traditional),$31-60,4.0 star rating,11:00 am-10:30 pm,11:00 am-10:30 pm,11:00 am-10:30 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:30 am-11:00 pm,11:30 am-10:00 pm,"558 Sacramento StSan Francisco, CA 94111",(415) 772-9060,Yes,Yes,No,"Valet, Street",No,Yes,Free,No,Yes,No,Dinner,No,Yes,Casual,Classy,Average,Full Bar,No,Yes,
325,Taqueria Los Coyotes,https://www.yelp.com/ /biz/taqueria-los-coyotes-san-francisco,Mexican,Under $10,4.0 star rating,9:30 am-10:30 pm,9:30 am-10:30 pm,9:30 am-10:30 pm,9:30 am-10:30 pm,9:30 am-3:30 am,9:00 am-3:30 am,9:00 am-12:00 am,"3036 16th StSan Francisco, CA 94103",(415) 861-3708,Yes,Yes,No,Street,Yes,No,Free,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,
90,Cafe International,https://www.yelp.com/ /biz/cafe-international-san-francisco,"Coffee & Tea,Sandwiches,Desserts",Under $10,4.0 star rating,7:00 am-3:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:30 am-9:00 pm,8:00 am-9:00 pm,"508 Haight StSan Francisco, CA 94117",(415) 552-7390,Yes,No,No,Street,Yes,Yes,Free,No,No,No,Breakfast,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,
775,Red Jade,https://www.yelp.com/ /biz/red-jade-san-francisco,Chinese,Under $10,3.5 star rating,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,12:00 pm-9:30 pm,"245 Church StSan Francisco, CA 94114",(415) 621-3020,Yes,Yes,No,Street,Yes,No,No,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Yes,
295,Cafe La Vie,https://www.yelp.com/ /biz/cafe-la-vie-san-francisco,"Coffee & Tea,Bagels",Inexpensive,4.0 star rating,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,8:00 am-6:00 pm,"514 Octavia StSan Francisco, CA 94102",(415) 621-6877,Yes,Yes,No,"Garage, Street",Yes,Yes,Free,,,,,,,,,,,,,
298,Atlas Cafe,https://www.yelp.com/ /biz/atlas-cafe-san-francisco,"Sandwiches,Breakfast & Brunch,Cafes",Under $10,4.0 star rating,6:30 am-10:00 pm,6:30 am-10:00 pm,6:30 am-10:00 pm,6:30 am-10:00 pm,6:30 am-10:00 pm,8:00 am-8:00 pm,8:00 am-8:00 pm,"3049 20th StSan Francisco, CA 94110",(415) 648-1047,Yes,Yes,No,Street,Yes,Yes,Free,No,No,No,Lunch,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,
1125,Betty Lou’s Seafood &amp; Grill,https://www.yelp.com/ /biz/betty-lous-seafood-and-grill-san-francisco,Seafood,$11-30,5.0 star rating,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,"318 Columbus AveSan Francisco, CA 94133",(415) 757-0569,Yes,Yes,No,"Garage, Street",No,No,No,No,Yes,No,Dinner,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Yes,
889,Kiki Japanese Restaurant,https://www.yelp.com/ /biz/kiki-japanese-restaurant-san-francisco,"Japanese,Sushi Bars",Under $10,3.5 star rating,11:30 am-9:00 pm,11:30 am-9:00 pm,11:30 am-9:00 pm,11:30 am-9:00 pm,11:30 am-9:00 pm,11:30 am-9:00 pm,11:30 am-9:00 pm,"1269 9th AveSan Francisco, CA 94122",(415) 661-5522,Yes,Yes,No,Street,Yes,No,No,Yes,No,No,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Yes,
1476,North Beach Restaurant,http://www.yelp.com/ /biz/north-beach-restaurant-san-francisco,Italian,$31-60,3.5 star rating,11:30 am-11:45 pm,11:30 am-11:45 pm,11:30 am-11:45 pm,11:30 am-11:45 pm,11:30 am-11:45 pm,11:30 am-11:45 pm,11:30 am-11:45 pm,"1512 Stockton StSan Francisco, CA 94133",(415) 889-2947,Yes,Yes,,Valet,Yes,Yes,No,No,Yes,No,Dinner,No,Yes,Dressy,Classy,Average,Full Bar,No,Yes,
339,The Sentinel,https://www.yelp.com/ /biz/the-sentinel-san-francisco,Sandwiches,Under $10,4.0 star rating,7:30 am-2:30 pm,7:30 am-2:30 pm,7:30 am-2:30 pm,7:30 am-2:30 pm,7:30 am-2:30 pm,Closed,Closed,"37 New Montgomery StSan Francisco, CA 94105",(415) 284-9960,Yes,Yes,No,Street,Yes,No,No,Yes,No,No,Lunch,No,No,Casual,Casual,Average,No,No,No,
610,Toma,https://www.yelp.com/ /biz/toma-san-francisco,Mexican,Under $10,4.0 star rating,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-11:00 pm,10:30 am-11:00 pm,10:30 am-9:00 pm,"3318 Steiner StSan Francisco, CA 94123",(415) 921-8662,Yes,Yes,No,Street,Yes,Yes,No,Yes,No,Yes,"Lunch, Dinner, Late Night",Yes,No,Casual,Casual,Average,Beer & Wine Only,No,No,
1054,The Spice Jar,https://www.yelp.com/ /biz/the-spice-jar-san-francisco,"Asian Fusion,Seafood,Vegan",$11-30,4.5 star rating,Closed,11:30 am-2:30 pm5:00 pm-10:00 pm,11:30 am-2:30 pm5:00 pm-10:00 pm,11:30 am-2:30 pm5:00 pm-10:00 pm,11:30 am-2:30 pm5:00 pm-10:00 pm,11:30 am-2:30 pm5:00 pm-10:00 pm,5:00 pm-10:00 pm,"2500 Bryant StSan Francisco, CA 94110",(415) 829-3668,Yes,Yes,,Street,Yes,Yes,No,No,No,No,Dinner,No,Yes,Casual,Casual,Average,Beer & Wine Only,No,Yes,
221,Lime Tree Southeast Asian Kitchen,https://www.yelp.com/ /biz/lime-tree-southeast-asian-kitchen-san-francisco,"Singaporean,Malaysian,Indonesian",Under $10,4.0 star rating,Closed,11:00 am-3:00 pm5:00 pm-9:30 pm,11:00 am-3:00 pm5:00 pm-9:30 pm,11:00 am-3:00 pm5:00 pm-9:30 pm,11:00 am-3:00 pm5:00 pm-9:30 pm,12:00 pm-9:30 pm,12:00 pm-9:00 pm,"450 Irving StSan Francisco, CA 94122",(415) 665-1415,Yes,Yes,No,Street,Yes,No,No,No,No,No,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,No,No,Yes,
1186,Manzoni,https://www.yelp.com/ /biz/manzoni-san-francisco-2,Italian,$11-30,4.0 star rating,Closed,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,"2788 Diamond StSan Francisco, CA 94131",(415) 334-2251,Yes,Yes,No,Street,Yes,No,Free,No,Yes,No,Dinner,Yes,Yes,Casual,,Average,Beer & Wine Only,No,Yes,
244,Tempest,https://www.yelp.com/ /biz/tempest-san-francisco,"American (Traditional),Dive Bars",Under $10,4.0 star rating,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,"431 Natoma StSan Francisco, CA 94103",(415) 495-1863,Yes,Yes,No,Street,Yes,No,Free,No,No,No,Late Night,No,Yes,Casual,Divey,Loud,Full Bar,Yes,No,
2258,Campton Place Restaurant,https://www.yelp.com/ /biz/campton-place-restaurant-san-francisco,"American (New),Indian,Bars",Above $61,4.0 star rating,7:00 am-10:30 am11:30 am-2:00 pm6:00 pm-8:30 pm,7:00 am-10:30 am11:30 am-2:00 pm6:00 pm-8:30 pm,7:00 am-10:30 am11:30 am-2:00 pm6:00 pm-8:30 pm,7:00 am-10:30 am11:30 am-2:00 pm6:00 pm-8:30 pm,7:00 am-10:30 am11:30 am-2:00 pm6:00 pm-9:30 pm,7:00 am-10:30 am12:00 pm-2:00 pm6:00 pm-9:30 pm,7:00 am-11:00 am11:30 am-2:00 pm6:00 pm-8:30 pm,"340 Stockton StSan Francisco, CA 94108",(415) 781-5555,No,Yes,No,"Valet, Garage, Street",No,No,No,No,Yes,No,Dinner,No,Yes,Dressy,Classy,Quiet,Full Bar,No,Yes,
964,De Afghanan Kabob House,https://www.yelp.com/ /biz/de-afghanan-kabob-house-san-francisco-2,"Afghan,Middle Eastern",$11-30,4.5 star rating,Closed,11:30 am-3:00 pm5:00 pm-9:30 pm,11:30 am-3:00 pm5:00 pm-9:30 pm,11:30 am-3:00 pm5:00 pm-9:30 pm,11:30 am-3:00 pm5:00 pm-10:00 pm,11:30 am-3:00 pm4:00 pm-10:00 pm,11:30 am-3:00 pm4:00 pm-9:30 pm,"1035 Geary StSan Francisco, CA 94109",(415) 929-1124,Yes,Yes,No,Street,Yes,No,No,No,No,No,Dinner,Yes,Yes,Casual,Casual,Average,No,No,Yes,
316,Thai Time Restaurant,https://www.yelp.com/ /biz/thai-time-restaurant-san-francisco,Thai,Under $10,4.0 star rating,Closed,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,"315 8th AveSan Francisco, CA 94118",(415) 831-3663,Yes,Yes,No,Street,Yes,No,No,No,No,Yes,Dinner,Yes,No,Casual,Casual,Average,Beer & Wine Only,No,Yes,
773,Kingdom of Dumpling,https://www.yelp.com/ /biz/kingdom-of-dumpling-san-francisco-2,Dim Sum,Under $10,3.5 star rating,11:30 am-3:30 pm5:00 pm-9:30 pm,11:30 am-3:30 pm5:00 pm-9:30 pm,11:30 am-3:30 pm5:00 pm-9:30 pm,11:30 am-3:30 pm5:00 pm-9:30 pm,11:30 am-3:30 pm5:00 pm-10:00 pm,11:30 am-10:00 pm,11:30 am-9:30 pm,"1713 Taraval StSan Francisco, CA 94116",(415) 566-6143,Yes,Yes,No,Street,Yes,No,No,No,No,No,"Lunch, Dinner",Yes,No,Casual,Casual,Average,Beer & Wine Only,No,Yes,
1553,The Perennial,http://www.yelp.com/ /biz/the-perennial-san-francisco,American (New),$31-60,3.5 star rating,3:00 pm-9:00 pm,3:00 pm-9:00 pm,3:00 pm-9:00 pm,3:00 pm-9:00 pm,3:00 pm-10:00 pm,3:00 pm-10:00 pm,Closed,"59 9th StSan Francisco, CA 94103",(415) 500-7788,Yes,Yes,No,Street,Yes,No,Free,,Yes,No,Dinner,No,Yes,Casual,Trendy,Average,Full Bar,No,Yes,
1216,Hog &amp; Rocks,https://www.yelp.com/ /biz/hog-and-rocks-san-francisco,"Gastropubs,Breakfast & Brunch,Cocktail Bars",$11-30,4.0 star rating,5:00 pm-11:00 pm,5:00 pm-11:00 pm,5:00 pm-11:00 pm,5:00 pm-11:00 pm,5:00 pm-1:30 am,11:00 am-1:30 am,11:00 am-10:00 pm,"3431 19th StSan Francisco, CA 94110",(415) 550-8627,Yes,Yes,No,Street,Yes,Yes,Free,No,Yes,No,Dinner,No,Yes,Casual,Trendy,Average,Full Bar,Yes,Yes,
1650,Bar 888,http://www.yelp.com/ /biz/bar-888-san-francisco,"Lounges,Cocktail Bars,Wine Bars",Pricey,3.5 star rating,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-12:00 am,"888 Howard StSan Francisco, CA 94103",(415) 616-6565,,Yes,,"Garage, Street",Yes,No,,,Yes,,,,Yes,,Classy,Quiet,Full Bar,Yes,,
2240,Kiss Seafood,https://www.yelp.com/ /biz/kiss-seafood-san-francisco,"Japanese,Sushi Bars,Seafood",Above $61,4.0 star rating,Closed,Closed,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,Closed,"1700 Laguna StSan Francisco, CA 94115",(415) 474-2866,No,Yes,No,Street,Yes,No,No,No,Yes,No,Dinner,No,No,Casual,Intimate,Quiet,Beer & Wine Only,No,Yes,
315,Kasa Indian Eatery,https://www.yelp.com/ /biz/kasa-indian-eatery-san-francisco,Indian,Under $10,3.5 star rating,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,"4001 18th StSan Francisco, CA 94114",(415) 621-6940,Yes,Yes,No,Street,Yes,Yes,Free,Yes,No,Yes,Lunch,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,
985,Fat Angel,https://www.yelp.com/ /biz/fat-angel-san-francisco,"Wine Bars,Gastropubs",$11-30,4.0 star rating,4:00 pm-11:00 pm,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-1:00 am,4:00 pm-1:00 am,4:00 pm-11:00 pm,"1740 O&#39;Farrell StSan Francisco, CA 94115",(415) 525-3013,Yes,Yes,No,"Garage, Street",Yes,Yes,No,No,No,No,Dinner,No,No,Casual,Casual,Average,Beer & Wine Only,No,Yes,
401,El Toro Taqueria,https://www.yelp.com/ /biz/el-toro-taqueria-san-francisco,Mexican,Under $10,3.5 star rating,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,"598 Valencia StSan Francisco, CA 94110",(415) 431-3351,Yes,Yes,No,Street,Yes,No,Free,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,
255,Hollow,https://www.yelp.com/ /biz/hollow-san-francisco,"Coffee & Tea,Gift Shops",Inexpensive,4.0 star rating,8:00 am-5:00 pm,8:00 am-5:00 pm,8:00 am-5:00 pm,8:00 am-5:00 pm,8:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,"1435 Irving StSan Francisco, CA 94122",(415) 242-4119,Yes,Yes,No,Street,Yes,Yes,No,,,,,,,,,,,,,
1446,Matterhorn Restaurant,http://www.yelp.com/ /biz/matterhorn-restaurant-san-francisco,"Fondue,German",$31-60,3.5 star rating,5:00 pm-9:00 pm,5:00 pm-9:00 pm,5:00 pm-9:00 pm,5:00 pm-9:00 pm,5:00 pm-9:00 pm,5:00 pm-9:00 pm,Closed,"2323 Van Ness AveSan Francisco, CA 94109",(415) 885-6116,No,Yes,,"Valet, Street",No,No,No,No,Yes,No,Dinner,Yes,Yes,Casual,Intimate,Quiet,Full Bar,No,Yes,
116,Box Kitchen,https://www.yelp.com/ /biz/box-kitchen-san-francisco,"Food Stands,Burgers",Under $10,4.5 star rating,11:00 am-3:00 pm4:30 pm-1:00 am,11:00 am-3:00 pm4:30 pm-1:00 am,11:00 am-3:00 pm4:30 pm-1:00 am,11:00 am-3:00 pm4:30 pm-1:00 am,11:00 am-3:00 pm4:30 pm-1:00 am,4:30 pm-1:00 am,4:30 pm-1:00 am,"431 Natoma StSan Francisco, CA 94103",(415) 580-7170,Yes,Yes,No,Street,Yes,No,No,No,No,No,Late Night,No,Yes,Casual,Divey,Loud,No,No,No,No
309,Golden Gate Market Deli &amp; Liquor,https://www.yelp.com/ /biz/golden-gate-market-deli-and-liquor-san-francisco-2,"Delis,Beer, Wine & Spirits",Under $10,4.5 star rating,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,10:00 am-10:00 pm,"2767 Lombard StSan Francisco, CA 94123",(415) 346-6052,Yes,Yes,No,Street,Yes,No,Free,No,No,No,Lunch,Yes,No,Casual,Casual,Average,Full Bar,No,No,
830,Park Gyros,https://www.yelp.com/ /biz/park-gyros-san-francisco,"Turkish,Mediterranean,Salad",Under $10,3.5 star rating,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-9:00 pm,"1201 9th AveSan Francisco, CA 94122",(415) 731-0400,Yes,Yes,Yes,Street,Yes,Yes,No,Yes,No,Yes,Lunch,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Yes,
1235,Frances,http://www.yelp.com/ /biz/frances-san-francisco,American (New),$31-60,4.5 star rating,Closed,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:00 pm,"3870 17th StSan Francisco, CA 94114",(415) 621-3870,No,Yes,No,Street,Yes,No,No,No,Yes,No,Dinner,No,No,Casual,,Average,Beer & Wine Only,No,Yes,
